1|FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required) on June 16 & Millers Pond Park! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio pic.twitter.com/G98TSObgsm|1000086287393607680|0.7852
2|TWITCH PRIME BIN: 4510140504xxxxxx IP: ESTADOS UNIDOS DATOS: STREET: 293 Pereida ST CITY: San Antonio ZIP CODE: 79604 TELEFONO: 5398881234|999748622462824448|0.8279
3|FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required) on June 16 & Millers Pond Park! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio pic.twitter.com/l9rIwj62FO|999731422112829440|0.7852
4|FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required) on June 16 & Millers Pond Park! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio pic.twitter.com/tuYMDkwDhL|998958840543694849|0.7852
5|We LIVE IN San Antonio. Texas 1901 South San Marcos ,7104 . zip code 78207|998929292057874432|0.8594
6|Aye if ya'll could please click that link and request san Antonio (zip code is 78223) thatd be great thanks https://twitter.com/elijahdaniel/status/998793957940187136 …|998798483933904896|1.0
8|TWITCH PRIME BIN: 4510140504xxxxxx IP: ESTADOS UNIDOS DATOS: STREET: 293 Pereida ST CITY: San Antonio ZIP CODE: 79604 TELEFONO: 5398881234|998285668433440768|0.8279
9|TWITCH PRIME Jalando al 100 lo acabo de probar ayer y me paso BIN: 4510140504xxxxxx TODO GENERADO IP: ESTADOS UNIDOS DATOS: STREET: 293 Pereida ST CITY: San Antonio ZIP CODE: 79604 TELEFONO: 5398881234|998142326051614720|0.4026
10|TWITCH PRIME 473703002xxxxxxx IP:USA STREET :293 PEREIDA ST CITY : SAN ANTONIO STATE / PROVINCE : TEXAS ZIP CODE :79604 TELEPHONE :5398881234|997107570010673152|0.6994
11|It’s MOSTLY TRUE, as @ LupeValdez said, that she grew up in San Antonio’s poorest ZIP code. 78207 has been home to the greatest number of low-income residents. Sometimes other ZIP codes had greater shares of poor people. http://www.politifact.com/texas/statements/2018/may/03/lupe-valdez/lupe-valdez-I-come-poorest-zip-code-san-antonio-te/ …|995093334023725056|0.6283
12|Technically, @ LupeValdez couldn’t come from the “poorest ZIP code in San Antonio,” since they didn’t have ZIP codes until 1963 # txgov # tx2018|995093087331520514|0.8659
13|. @ LupeValdez talks about growing up in the poorest zip code in San Antonio, the eighth child of farmworkers|995092636552892416|1.0
14|Lupe Valdez starts by saying she's the 8th child of migrant workers, and in middle school, she took a bus to go to another school on the other side of town to succeed. I came from the poorest ZIP code in San Antonio.""|995092524585967617|0.7127
15|A month ago, Democratic governor candidate @ LupeValdez said one of her selling points is that she grew up in the poorest ZIP code in San Antonio. How poor was it? http://bit.ly/2KzaB1q pic.twitter.com/EAfv2AecIp|994982974130139137|0.6495
