0|# WIN ROUND TRIP # AIRLINE # TICKETS FOR TWO on # Alaska # Airlines! They fly to many # vacation spots: # Orlando, # LasVegas, # NYC and # Hawaii. Where do you want to # travel this # summer? FOLLOW AND RT the tweet found here to enter: http://sweeps4peeps.com/t/p9pfvy # giveaway # vacations # touristpic.twitter.com/KvX16gfh9m|1002955443721949184|0.5286
1|Horror created by Delta" @ Delta @ DeltaAirlineUS Me with my husband planned a holiday for Memorial Day long weekend. We booked our tickets via Expedia from Seattle to San Diego (2-way ticket) From Seattle to San Diego via “Delta” and return via “Alaska” Airlines"|1002635388601622529|0.5824
2|Hi Denis, even if you have bought your tickets through BA you will always check-in with the airline carrier for your first flight. If this is Alaska Airlines, it will be with them. I hope this helps? Kind regards ^Jools|1002577360716214273|0.6975
3|Tlacui peeps if y’all haven’t gotten your ticket to Mexico for the summer check out Alaska Airlines!|1002575143787347969|0.6662
4|# Cheap # Rate # Flights For # USA: Get # Amazing # Ticket # Booking Offers With # Alaska # Airlines https://goo.gl/KcdapY # Travel|1002476548379701249|0.7993
5|@ British_Airways my tickets are through BA. If I'm flying out of salt lake city, Utah to Gothenburg, Sweden and the first leg is operated by Alaska airlines to Seattle, where do I drop off bags? Alaska airlines or American airlines? BA doesn't have a presence at that airport.|1002432646734020608|0.6337
6|I understand. On May 1, 2017, Delta and Alaska Airlines ended their partnership and SkyMiles Members are no longer able to earn miles, unless tickets were booked prior to December 19, 2016. Please refer to this link for more information: http://bit.ly/2DFiBJY  *ARB|1002315611404288001|0.6952
7|East Coast or West Coast - where would you go? With Alaska's Famous Companion Fare™ offer, buy one ticket and get one for just the taxes and fees with a new Alaska Airlines Visa Signature® card. Learn more: http://bit.ly/2jqltm5 pic.twitter.com/RndJpv5oQr|1001568898494251009|0.5551
8|Avoid these air travel scams! Fyde discovered and instantly blocked an active Alaska Airlines phishing campaign that asks users to complete a short survey in exchange for two airline tickets. # Fyde # Travelscam # Traveltips # Travel # Security # Airline # Ticket # Scam # Fraudpic.twitter.com/AYFXc9c5NH|1001549274109296640|0.6201
9|I'm at Alaska Airlines Ticket Counter in SeaTac, WA https://www.swarmapp.com/c/e0pAwksoMTO|1000837991328305153|0.76
10|Alaska Airlines Club 49 gives two 30% Travel Now discounts per year on one-way tickets booked within 4 days of departure.|1000512495004479488|0.8625
11|Alaska Airlines Tweaks Ticket Changes and Reward Flight Pricing via @ forbeshttps://www.forbes.com/sites/johnnyjet/2018/05/25/alaska-airlines-tweaks-ticket-changes-and-reward-flight-pricing/#57f2aaf86f1b …|1000431033756635136|0.7991
12|Alaska Airlines Tweaks Ticket Changes and Reward Flight Pricing. # Aviation # Alaska # Hawaii # California https://www.google.com/amp/s/www.forbes.com/sites/johnnyjet/2018/05/25/alaska-airlines-tweaks-ticket-changes-and-reward-flight-pricing/amp/ …|1000213240629153793|0.6107
13|Alaska Airlines Tweaks Ticket Changes and Reward Flight Pricing - Forbes https://ift.tt/2s7fJSC|1000198788139638785|0.6592
14|Alaska Airlines Tweaks Ticket Changes and Reward Flight Pricing via @ forbes https://www.forbes.com/sites/johnnyjet/2018/05/25/alaska-airlines-tweaks-ticket-changes-and-reward-flight-pricing/#2c5679266f1b …|1000035001692405760|0.6592
15|Alaska Airlines Tweaks Ticket Changes and Reward Flight Pricing. http://tinyurl.com/yaobfwjk|1000032161271922689|0.7991
16|Alaska Airlines Tweaks Ticket Changes and Reward Flight Pricing http://dlvr.it/QV4wtC pic.twitter.com/tEs5zEoSnd|1000029562267299841|0.7991
17|If more than one flight on Alaska Airlines and/or one of our airline partners, we will check your bags to the final destination on your ticket as long as there are fewer than 12 hours between flights. -Julie|999999138816114688|0.6108
18|Alaska Airlines declares its decision to go strawless https://issueticket.com/  https://play.google.com/store/apps/details?id=issue.ticket.flight.booking&hl=en/ … http://www.wasap.my/+919176767117/ # AlaskaAirlines # strawless # Flight # Hotels # Bus # Car # Ticket # Tourism # Issueticketpic.twitter.com/QbwmXWrydX|999586560742907904|0.71
19|ไฟลท์สุดท้าย (@Alaska Airlines Ticket Counter in SeaTac, WA) https://www.swarmapp.com/c/bBamZWhJdRu pic.twitter.com/J05873mOXc|999460182034919429|0.7601
20|Alaska Airlines plans to close its New York pilot base to reinforce its West Coast fleet https://issueticket.com/  https://play.google.com/store/apps/details?id=issue.ticket.flight.booking&hl=en/ … http://www.wasap.my/+919176767117/ # AlaskaAirlines # NewYork # Tour # Flight # Hotels # Bus # Car # Ticket # Tourism # Issueticketpic.twitter.com/GF2ix3i6cP|999262831739457536|0.5871
21|Thanks Alaska airlines for not putting my TSA pre code on my ticket. Now I get to enjoy the typical transgender harassment of the creepy porno scanner. # RIPVirgin|999135203661570048|0.4258
23|Incredibles 2-themed plane unveiled by Alaska Airlines https://issueticket.com/  https://play.google.com/store/apps/details?id=issue.ticket.flight.booking&hl=en/ … http://www.wasap.my/+919176767117/ # AlaskaAirlines # themedn # Havana # ManilaBangkok # Travel # Ticket # Tourism # Flight # Hotels # Bus # Carpic.twitter.com/qi8LmeNr1h|998919653991661568|0.5905
24|Alaska Airlines reinforces hometown commitment with office expansion near Sea-Tac Airport https://issueticket.com/  https://play.google.com/store/apps/details?id=issue.ticket.flight.booking&hl=en/ … http://www.wasap.my/+919176767117/ # Travel # Ticket # AlaskaAirlines # SeaTacAirport # Tourism # Flight # Hotels # Bus # Carpic.twitter.com/uIaiL6PXmH|998911661896429568|0.7045
25|Ready to pack your bags? Time is running out to win a pair of round-trip tickets on Alaska Airlines, just for being a high-flying fundraiser for # JDRF and # BeattheBridge. For every $100 you raise online until 11:59 PM tonight, you will earn a chance in the drawing to win!pic.twitter.com/SBXfs5XGLV|997159870376873984|0.4195
26|Ticket Counter Manager - Alaska Airlines - San Francisco, CA http://dlvr.it/QT6jw4  San Francisco|996944122148605952|0.5248
27|Enter to WIN! 2 round trip Alaska Airlines (& Virgin America) tickets valued at $2500! Oh the places you can go! Check it out at the link: https://anchorageopera.org/community/fly-away-with-alaska-airlines-2/ …https://anchorageopera.org/community/fly-away-with-alaska-airlines-2/ …|996826845566795781|0.6903
28|FREEEEEEEEEEEEE TICKETS! My favorite Loan Originator Nicole Tousignant, Loan Originator NMLS 420415 is giving away FREE tickets to # AFC140 this Wednesday night at the Alaska Airlines Center! Read below how to enter!!! https://www.facebook.com/AFCSarah/posts/1687856657928469 …|996273342826143744|0.4613
29|THIS WEDNESDAY NIGHT AT THE Alaska Airlines Center! Get your tickets now http://bit.ly/AFCTIX  https://www.facebook.com/AlaskaFighting/posts/10156749555894411 …|996270338488131584|0.4613
30|FREE TICKETS! Out friends at Anchoragenightout are giving away tickets to # AFC140 THIS WEDNESDAY NIGHT at the Alaska Airlines Center. Read below how to enter! https://www.facebook.com/AlaskaFighting/posts/10156749509864411 …|996262984778428416|0.4613
31|The plane ticket says Alaska Airlines, but the Virgin America safety video lives on. :)|996066201678766080|0.7897
32|After flying six times a year round trip fares I finally earned enough miles to upgrade to first class! But guess what?? That's not good enough for Alaska airlines first class lounge!! No upgraded tickets only if you purchased full fare ticket then you are worthy!!!|995873585171382272|0.8528
33|On the bright side I can possibly use my credit for Alaska airlines for tickets to van|995082168899657729|0.7992
34|tickets or try southwest/alaska airlines because those are cheap airlines that i know of im not sure if theyre cheap over there in ny|995076708259655681|0.7402
35|Spring is in the air and YOU CAN BE TOO by fundraising for # JDRF and # BeattheBridge. Starting today at 9:00 AM, for every $100 you raise online through 11:59 PM on Thursday, May 17, you'll be entered into a drawing to win two round-trip tickets on Alaska Airlines! pic.twitter.com/x4VLiwpEe3|994970573863256064|0.5064
36|Virgin America: balance credited to your Travel Bank can be applied to anything from booking new tickets to service fees, like pets onboard or checking in bags Alaska Airlines: wallet funds can be applied to new tickets only. no extra services. aN AiRliNe MorE pEOpLe WIlL loVE!|994820521513705473|0.8354
37|OH at the Lihue airport: Code 11, soda has been spilled at the Alaska Airlines ticket counter. I repeat, code 11 at the Alaska Airlines ticket counter. Mahalo." It's the little things in life. # HINews"|994728194296107008|0.6011
38|Dear Wanderlust Self receiving Alaska Airlines deal notifications, Remember: You are responsible. You are going to be a broke medical student soon. You are adulting. Note: DO NOT BUY THAT TICKET (even though you only need 9,000 more miles to remain an MVP)! # adultingsucks|993874427153543168|0.6069
39|Alaska Airlines’ Discount Ticket Program Has One Big Advantage https://www.youtube.com/watch?v=00Ii_vbZ5Xw&MhTN3 …|993780295932444674|0.7671
40|Alaska Airlines is joining Delta, American, and United and launching a basic-economy class — but the cheap tickets come with a catch https://read.bi/2KdgtwW # BudgetTravel # Travel # TravelTips|993755382639144960|0.8296
41|Enter to WIN! 2 free tickets anywhere Alaska Airlines or Virgin America fly (which is a lot of places, including Costa Rica but not Cuba) Call 907-279-2557 for tickets. More info at the link below! Don't... https://anchorageopera.org/community/fly-away-with-alaska-airlines-2/ …|993555631763111936|0.6346
42|Thanks for patience. It seems to gain access to the Delta Sky Club; you must be booked on a Delta 006" ticket number while traveling on Delta operated flights or codeshare partner flights, since Alaska Airlines is no longer a codeshare partner, (cont.) *HJZ"|993040119652171778|0.8342
43|waited so long, but finally did it cause getting the Alaska Airlines card for us for a NYC trip was only going to save like $200/ticket. $400 wasn't really worth it vs having security.|992472607189434368|0.8553
44|Don’t fucking sell more tickets than seats you have that’s such fucking bullshit. I’m on my way to my college roommate’s goddamn wedding. FUCK ALASKA AIRLINES.|992393162525167622|0.4292
45|Alaska Airlines has announced it will offer a no-frills class of service with even fewer perks than standard economy class seats. The new Saver Fares would be priced lower than economy tickets, and would not be changeable or cancellable. http://ow.ly/Cp2i30jMpTv  via @ BTUKpic.twitter.com/icfGyqsepC|992297853530718208|0.7832
46|AP Alaska Airlines announced that it is going to offer a new discount fare class beginning this fall the Saver Fare. Saver Fare tickets will not be changeable or concealable and those who hold these tickets are not eligible for upgrades. In http://rspec.io/r/1026jtU27210|992006364602904576|0.7993
47|Alaska Airlines is joining Delta, American, and United and launching a basic-economy class — but the cheap tickets come with a catch (ALK) http://bloggingspaces.com/alaska-airlines-is-joining-delta-american-and-united-and-launching-a-basic-economy-class-but-the-cheap-tickets-come-with-a-catch-alk/ …pic.twitter.com/LPmYf99YBm|992005407181819904|0.8305
