username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
reenuka|2018-03-06 00:59|0|0|"Chadwick Boseman impresses on all facets of his existence that I’ve witnessed so far, as does Denzel Washington. I love this support. I love that one immense talent gave way to another like this. https://twitter.com/thisisinsider/status/970477754515972096 …"||||"970811005164052483"|https://twitter.com/reenuka/status/970811005164052483
wsbtv|2018-03-06 00:55|2|12|"# BlackPanther star Chadwick Boseman reveals an awesome connection he has to Denzel Washington - http://2wsb.tv/2oOEUai pic.twitter.com/VHtJiYnKyH"|||#|"970809960820019200"|https://twitter.com/wsbtv/status/970809960820019200
zazaaxd|2018-03-06 00:54|0|3|"Denzel Washington will forever be my favorite actor"||||"970809854439972865"|https://twitter.com/zazaaxd/status/970809854439972865
_mapmaker_|2018-03-06 00:54|1|0|"Denzel Washington went to Mainland High School Check out Denzel Washington # yearbook photos http://clsmat.es/2D0KfjW  via @ Classmates"||@|#|"970809810047430656"|https://twitter.com/_mapmaker_/status/970809810047430656
SanFranciscoCP|2018-03-06 00:54|0|0|"When Denzel Washington and BlackPanther's Chadwick Boseman met, Denzel joked and said "You owe me money. I came to… http://toplocalnow.com/us/san-francisco/at/15#t13341844 …"|||#t13341844|"970809751830515712"|https://twitter.com/SanFranciscoCP/status/970809751830515712
carlgomb|2018-03-06 00:52|0|0|"How does Denzel Washington come to support Millwall??"||||"970809232621756418"|https://twitter.com/carlgomb/status/970809232621756418
globalhlthtwit|2018-03-06 00:49|1|6|"Quick note. # millwallFC supporters have won FIVE leading actor Oscars. Daniel Day Lewis (3), Denzel Washington and now Gary Oldman, who was born in New Cross and whose father played for the club. pic.twitter.com/S9acJs6f3C"|||#|"970808611822866432"|https://twitter.com/globalhlthtwit/status/970808611822866432
MoanBrooklyn|2018-03-06 00:47|0|0|"Denzel Washington."||||"970807927299821568"|https://twitter.com/MoanBrooklyn/status/970807927299821568
ThePostGame|2018-03-06 00:45|3|3|""That's lit!" @ DannySwift on meeting Denzel Washington, who played pro fighter in The Hurricane and maintains # boxing regimen. # TeamDSGpic.twitter.com/ep0ktzLumW"||@|# #|"970807446204645376"|https://twitter.com/ThePostGame/status/970807446204645376
psn_si|2018-03-06 00:44|0|0|"Inicia ciclo de cine en honor de Denzel Washington en ICBC http://psn.si/ciclo-denzel-washington/2018/03/ …pic.twitter.com/iY6nOeyybM"||||"970807357021175808"|https://twitter.com/psn_si/status/970807357021175808
Kpop_potato|2018-03-06 00:43|0|0|"I liked a @ YouTube video http://youtu.be/rYjTkiZ_2R0?a  Denzel Washington Paid for Chadwick Boseman to Study at Oxford"||@||"970806986878210049"|https://twitter.com/Kpop_potato/status/970806986878210049
Davidvalentinto|2018-03-06 00:41|0|0|"Denzel Washington: Si fuera fácil... https://fb.me/NCHbBmlA"||||"970806615564783617"|https://twitter.com/Davidvalentinto/status/970806615564783617
inkwell55|2018-03-06 00:41|0|0|"Review | ‘Roman J. Israel, Esq.’: Denzel Washington delivers a performance for the ages http://wapo.st/2zYc7Y2?tid=ss_tw-bottom&utm_term=.90d720b32ddd …"||||"970806573835616257"|https://twitter.com/inkwell55/status/970806573835616257
MARVELspank|2018-03-06 00:40|0|7|"“I couldn’t afford [Oxford University] so [Rashad] got a few of her friends together and they paid. I didn't know, and I've been holding this secret my whole career, [but] I got a beneficiary letter and it said, 'Denzel Washington paid for you.' I was like, 'What?'” C Boseman"||||"970806170272313344"|https://twitter.com/MARVELspank/status/970806170272313344
screenrant|2018-03-06 00:39|9|65|"Denzel Washington Paid for Chadwick Boseman's Acting Studies - https://screenrant.com/?p=1199928 pic.twitter.com/hUE9nqPcF9"||||"970806011526295552"|https://twitter.com/screenrant/status/970806011526295552
TheNolanVogel|2018-03-06 00:38|0|0|"Daily reminder that Manchester by the Sea won two awards that should have gone to La La Land (original screenplay) and Denzel Washington (fences)"||||"970805713588154370"|https://twitter.com/TheNolanVogel/status/970805713588154370
siemon09|2018-03-06 00:38|0|1|"Oscar-nominee Denzel Washington paid for 'Black Panther' star Chadwick Boseman to study at Oxford https://www.cnbc.com/2018/03/02/denzel-washington-paid-for-chadwick-boseman-to-study-at-oxford.html?__source=sharebar%7Ctwitter&par=sharebar …"||||"970805710085861381"|https://twitter.com/siemon09/status/970805710085861381
AaronMento|2018-03-06 00:37|0|0|"What a fascinating oddball movie. Been thinking about it for days. # DenzelWashington is poetry in motion. # RomanJIsraelEsqpic.twitter.com/YVWq3cpMyv"|||# #|"970805652439277568"|https://twitter.com/AaronMento/status/970805652439277568
rdavis4693|2018-03-06 00:36|0|0|"I always liked Denzel Washington He seems like a really good man."||||"970805396616212489"|https://twitter.com/rdavis4693/status/970805396616212489
SILUS_RAMS|2018-03-06 00:30|2|0|"Without commitment you’ll never start & without consistency you’ll never finish - Denzel Washington"||||"970803818857418754"|https://twitter.com/SILUS_RAMS/status/970803818857418754
