username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
victor5679|2018-04-21 23:00|1|3|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987798129859842049"|https://twitter.com/victor5679/status/987798129859842049
amy_irene_white|2018-04-21 19:02|0|0|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987738341679423489"|https://twitter.com/amy_irene_white/status/987738341679423489
r_caneva|2018-04-21 16:33|0|0|"Will Barack Obama Be The Next UN Secretary General? http://www.charismanews.com/politics/issues/60226-rumors-swirl-of-president-obama-and-the-united-nations … via @ charisma_news"||@||"987700749344890880"|https://twitter.com/r_caneva/status/987700749344890880
r_caneva|2018-04-21 16:20|13|28|"Obama wants to be the Secretary-General of the UN so he can rule the world"||||"987697517121888256"|https://twitter.com/r_caneva/status/987697517121888256
Michael32714913|2018-04-21 11:45|0|0|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987628306936860672"|https://twitter.com/Michael32714913/status/987628306936860672
ConnieAmidei|2018-04-21 10:20|0|0|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ … via @ yournewswire"||@||"987606902182998016"|https://twitter.com/ConnieAmidei/status/987606902182998016
Allahismylord|2018-04-21 07:18|0|0|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987561099968024577"|https://twitter.com/Allahismylord/status/987561099968024577
kiesm|2018-04-20 15:01|0|0|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987315341717135360"|https://twitter.com/kiesm/status/987315341717135360
Weird_Wesley|2018-04-20 12:14|0|0|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987273343652061189"|https://twitter.com/Weird_Wesley/status/987273343652061189
samuelmurai|2018-04-20 02:21|0|0|"Could we have Obama as The United Nations General Secretary, and give UN much more deciding power and back him up with joint military? There should be a new powerful position called The President of The United Nation, and Michelle Obama should be the first First Lady."||||"987124115143254016"|https://twitter.com/samuelmurai/status/987124115143254016
Kenmu254|2018-04-19 23:32|0|1|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987081546031968256"|https://twitter.com/Kenmu254/status/987081546031968256
luciolewis4|2018-04-19 22:02|0|0|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987058960527249413"|https://twitter.com/luciolewis4/status/987058960527249413
stgert|2018-04-19 21:27|0|0|"This would be fabulous # Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ … via @ yournewswire"||@|#|"987050007823093762"|https://twitter.com/stgert/status/987050007823093762
JoanneTYaccato|2018-04-19 21:21|0|1|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"987048440155820032"|https://twitter.com/JoanneTYaccato/status/987048440155820032
nourelsaeed|2018-04-19 13:16|0|0|"Obama Announces Bid To Become UN Secretary General http://yournewswire.com/obama-un-secretary-general/ …"||||"986926496483856384"|https://twitter.com/nourelsaeed/status/986926496483856384
