username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
GHhub|2018-03-23 00:44|0|0|"U.S. Lawmakers Express Concern Over Trump Administration’s Proposal To Cut USAID Budget As… http://bit.ly/2u9D35T @ KaiserFamFound"||@||"976967777448701952"|https://twitter.com/GHhub/status/976967777448701952
RDunhamDPIC|2018-03-22 23:02|1|5|"The @ NAACP_LDF has issued a statement responding to the Trump administration proposal to pursue the # deathpenalty for drug traffickers. http://www.naacpldf.org/files/about-us/Death%20Penalty%20for%20Drug%20Traffickers%20Statement.pdf … @ DPInfoCtr"||@ @|#|"976942199328911360"|https://twitter.com/RDunhamDPIC/status/976942199328911360
Elevation_Law|2018-03-22 22:16|0|0|""This proposal furthers the Trump administration’s race-driven mission to terrorize # immigrants and communities of color, to tear families apart, and to # deport millions of people who are integral to their communities." # DefundHatehttps://twitter.com/NILC_org/status/976805696623624192 …"|||# # #|"976930716880486400"|https://twitter.com/Elevation_Law/status/976930716880486400
Reloaded_Kore|2018-03-22 20:11|0|0|"U.S. Lawmakers Express Concern Over Trump Administration’s Proposal To Cut # USAID Budget As Agency’s Administrator Testifies Before House Foreign Affairs Committee https://www.kff.org/news-summary/u-s-lawmakers-express-concern-over-trump-administrations-proposal-to-cut-usaid-budget-as-agencys-administrator-testifies-before-house-foreign-affairs-committee … # Getwoke # Politics # Trump # GRFI"|||# # # # #|"976899304974700544"|https://twitter.com/Reloaded_Kore/status/976899304974700544
MakeItPlain|2018-03-22 20:11|3|1|"U.S. Lawmakers Express Concern Over Trump Administration’s Proposal To Cut # USAID Budget As Agency’s Administrator Testifies Before House Foreign Affairs Committee https://www.kff.org/news-summary/u-s-lawmakers-express-concern-over-trump-administrations-proposal-to-cut-usaid-budget-as-agencys-administrator-testifies-before-house-foreign-affairs-committee … # Getwoke # Politics # Trump # GRFI"|||# # # # #|"976899303313731584"|https://twitter.com/MakeItPlain/status/976899303313731584
lippidoshi|2018-03-22 19:08|0|1|"Lawmakers from both parties denounced the Trump administration’s proposal to cut foreign aid, saying it would hurt U.S. efforts to fight terrorism and health epidemics and make military deployments more likely. http://wapo.st/2IFeBN3?tid=ss_tw&utm_term=.94063ab315c0 …"||||"976883377038135296"|https://twitter.com/lippidoshi/status/976883377038135296
CarolineWSBT|2018-03-22 17:57|2|3|"The federal government could soon slash the public transit budget under a new proposal from the Trump Administration. That could mean less $ for cities to buy new buses or trains... and also means bus and rail manufacturers in Indiana could take a hit. http://wsbt.com/news/local/local-public-transportation-leaders-react-to-possible-cut-in-funding …"||||"976865560406515714"|https://twitter.com/CarolineWSBT/status/976865560406515714
Energyzine|2018-03-22 17:51|0|0|"Trump administration rejects EU solar import tariff proposal: https://bit.ly/2pBKQnF pic.twitter.com/PmszT9uCEP"||||"976863880738689026"|https://twitter.com/Energyzine/status/976863880738689026
newsnet___|2018-03-22 17:23|0|0|"How reducing red tape improves infrastructure: The Trump administration’s new infrastructure proposal hopes $200… https://goo.gl/fb/pCzy2L"||||"976856941245984769"|https://twitter.com/newsnet___/status/976856941245984769
newsnet___|2018-03-22 17:21|0|0|"How reducing red tape improves infrastructure: The Trump administration’s new infrastructure proposal hopes $200… https://goo.gl/fb/d1txNT"||||"976856369952378880"|https://twitter.com/newsnet___/status/976856369952378880
padbor|2018-03-22 17:20|0|0|"# africa # tech Senior lawmakers rejected the Trump administration’s proposal to cut the US Environmental Protection Agency budget by 31%, opting instead to make no cuts to the EPA’s funding for the 2018 fiscal year in its bipartisan spending bill releas… http://ift.tt/2FYXROP"|||# #|"976856075273162752"|https://twitter.com/padbor/status/976856075273162752
IMLLeague|2018-03-22 16:57|0|0|"IML's Federal Focus provides an update on potential action the FCC could take on wireless infrastructure deployment, information about the Trump administration’s infrastructure proposal & a new law regarding multi-line telephone systems. http://www.iml.org/page.cfm?key=19761&slide=259 …pic.twitter.com/WRTIrJph9d"||||"976850274080960512"|https://twitter.com/IMLLeague/status/976850274080960512
ErosionCntrlMag|2018-03-22 16:10|0|1|"Debate continues around the Trump administration's proposal to raise the # ShastaDam. Read more on the blog and let us know your thoughts: http://ow.ly/KdOZ30j4WOl pic.twitter.com/I3pFlsiiT1"|||#|"976838479836516359"|https://twitter.com/ErosionCntrlMag/status/976838479836516359
GHY_Intl|2018-03-22 16:04|0|0|"Trump Administration Reportedly Drops NAFTA U.S. Auto-Content Proposal http://dlvr.it/QM0zrR"||||"976837043908235269"|https://twitter.com/GHY_Intl/status/976837043908235269
NMSecOfState|2018-03-22 15:26|8|10|"SOS Toulouse Oliver spoke to @ krqe yesterday about a bipartisan effort she’s leading to stop a dangerous proposal by the Trump Administration to allow the President to send armed Secret Service agents into polling places. # SecureElections # nmpol # nmsoshttp://www.krqe.com/news/new-mexico/nm-secretary-of-state-fights-new-proposal-for-secret-service-agents-in-vote-centers/1067178446 …"||@|# # #|"976827391874969600"|https://twitter.com/NMSecOfState/status/976827391874969600
Myfedbenefits|2018-03-22 13:50|3|0|"A plan to merge annual leave & sick leave into one form of leave would reduce the amount of leave # federal employees receive. Learn more about the # Trump administration's proposal here:http://www.fedweek.com/fedweek/proposed-combination-of-annual-sick-leave-would-reduce-total-time-off/ …"|||# #|"976803235167162368"|https://twitter.com/Myfedbenefits/status/976803235167162368
HorsleyScott|2018-03-22 04:13|88|219|"The Omnibus spending bill includes language that would bar employers from pocketing workers’ tips or using them to compensate managers and supervisors. It represents a partial rollback of a Trump administration proposal unveiled in December. https://www.npr.org/sections/thesalt/2017/12/14/570927260/trump-administration-proposes-rule-that-could-change-distribution-of-tips …"||||"976658060495196161"|https://twitter.com/HorsleyScott/status/976658060495196161
NILC_org|2018-03-22 02:54|37|31|"This spending proposal furthers the # Trump administration’s race-driven mission to terrorize immigrants and communities of color, to tear families apart, and to deport millions of people who are integral to their communities. 1/ # DefundHatehttps://twitter.com/nprpolitics/status/976629558395904000 …"|||# #|"976638180400054272"|https://twitter.com/NILC_org/status/976638180400054272
MotoresListos|2018-03-22 02:38|0|0|"Trump administration reportedly drops NAFTA U.S. auto-content proposal https://www.autoblog.com/2018/03/21/trump-nafta-us-auto-content/ …"||||"976634215856033792"|https://twitter.com/MotoresListos/status/976634215856033792
RaysWebLaw|2018-03-22 02:36|0|0|"LDF Responds to Trump Administration Proposal to Pursue Death Penalty for Drug Traffickers ~ @ NAACP_LDF # law http://bit.ly/2Gcfzln"||@|#|"976633756013473797"|https://twitter.com/RaysWebLaw/status/976633756013473797
NAACPCC|2018-03-22 00:45|0|0|"# naacp_ldf LDF Responds to Trump Administration Proposal to Pursue Death Penalty for Drug Traffickers http://ow.ly/UeiP50gWTVD"|||#|"976605766621818885"|https://twitter.com/NAACPCC/status/976605766621818885
NOfNews_Texas|2018-03-21 21:52|0|0|"Plan to open drilling off Pacific Northwest draws opposition The Trump administration's proposal to expand offshore drilling off the Pacific Northwest coast is drawing vocal opposition. The... https://goo.gl/Hweu96"||||"976562243700645888"|https://twitter.com/NOfNews_Texas/status/976562243700645888
SenatorCantwell|2018-03-21 20:00|64|177|"I am disappointed by the Trump administration’s approach to the # Hanford cleanup. Its proposal for FY19 cuts Hanford by $230 million from FY17 that was enacted. Instead of the cut, Hanford needs an increase of $200 million in order to keep workers safe and meet milestones."|||#|"976533903484665856"|https://twitter.com/SenatorCantwell/status/976533903484665856
yeahnoworries|2018-03-21 19:53|0|0|"Trump administration reportedly drops NAFTA US auto- # content proposal - Autoblog (blog) https://www.autoblog.com/2018/03/21/trump-nafta-us-auto-content/?unique_ID=636572556408544612 … via @ yeahnoworries # content"||@|# #|"976532356512104448"|https://twitter.com/yeahnoworries/status/976532356512104448
powertodecide|2018-03-21 19:15|3|1|"HHS's mission is to enhance our health and well-being, but a new Trump Administration proposal would allow healthcare providers to refuse health care to patients. If you agree that this is wrong, tell the administration here: http://bit.ly/2pgXHeG # PutPatientsFirstpic.twitter.com/Sf5LBkY5LO"|||#|"976522619850719232"|https://twitter.com/powertodecide/status/976522619850719232
prhdocs|2018-03-21 18:45|2|2|"Join us TODAY from 2-3PM ET to tweet why health care providers MUST # PutPatientsFirst, and fight back against the Trump administration’s discriminatory policy proposal."|||#|"976515035106299907"|https://twitter.com/prhdocs/status/976515035106299907
LatAmGoesGlobal|2018-03-21 17:32|0|0|"The Trump administration’s proposal to cut the State Department’s budget for educational and cultural exchange by 75% is bad. Its justification is even worse. https://buff.ly/2ptL0y5 pic.twitter.com/sdCRMwC4q7"||||"976496695231111168"|https://twitter.com/LatAmGoesGlobal/status/976496695231111168
zesty_cars|2018-03-21 17:12|0|0|"Trump administration reportedly drops NAFTA U.S. auto-content proposal https://www.autoblog.com/2018/03/21/trump-nafta-us-auto-content/ …pic.twitter.com/GkgENP2ly1"||||"976491765065711617"|https://twitter.com/zesty_cars/status/976491765065711617
from_trenches|2018-03-21 17:06|0|0|"Trump administration reportedly drops NAFTA U.S. auto-content proposal http://fromthetrenchesworldreport.com/trump-administration-reportedly-drops-nafta-u-s-auto-content-proposal/221802 …"||||"976490283822206977"|https://twitter.com/from_trenches/status/976490283822206977
TheTaskForce|2018-03-21 16:56|2|2|"Join us and dozens of partner orgs today from 2-3PM ET to tweet why health care providers MUST # PutPatientsFirst, and fight back against the Trump administration’s discriminatory policy proposal. pic.twitter.com/XrkHWU6QmI"|||#|"976487648738140160"|https://twitter.com/TheTaskForce/status/976487648738140160
