username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
davemistich|2018-04-24 01:02|0|0|". @ jackussenatewv: Slams the passage of the omnibus bill. @ willisforwv: West Virginia families and businesses have to balance the budget, so should congress. Calls the budget a "moral failing.""||@ @||"988553788238819329"|https://twitter.com/davemistich/status/988553788238819329
researchwv|2018-04-20 15:27|0|1|"Officials from @ marshallu, @ WestVirginiaU and several bioscience-related businesses gathered Thursday on Marshall's Huntington campus for the eighth annual West Virginia Bioscience Summit. (From @ heralddispatch) # Marshall # WVU # WVSTEMhttp://www.herald-dispatch.com/news/bioscience-a-growing-piece-of-state-s-economy/article_2e6f6912-a261-5b3b-8968-9673ae5a0168.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share …"||@ @ @|# # #|"987321976468529152"|https://twitter.com/researchwv/status/987321976468529152
wvsosoffice|2018-04-19 14:23|2|1|"Our One Stop Business Center puts all the major agencies businesses use - WVSOS, State Tax Department, Division of Labor, and Workforce West Virginia - in one place. Learn more about One Stop: https://www.youtube.com/watch?v=KqpoijroQb0&t=19s … # WeMeanBusiness"|||#|"986943293916401664"|https://twitter.com/wvsosoffice/status/986943293916401664
RepAlexMooney|2018-04-18 23:17|4|7|"Visited with the West Virginia representatives of @ NAMIC. We talked about ways to reduce regulatory burdens on small businesses and eliminating unnecessary government bureaucracies. pic.twitter.com/mLXUVwHBz1"||@||"986715438649348096"|https://twitter.com/RepAlexMooney/status/986715438649348096
WVLiving|2018-04-17 21:00|0|3|"Each Gat Creek creation is a collaboration between dozens of West Virginia men and women representing deeply rooted, family-owned businesses. https://www.wvliving.com/culture/roots-run-deep/ …"||||"986318389852495872"|https://twitter.com/WVLiving/status/986318389852495872
WVGOP|2018-04-17 17:00|3|5|""Small businesses around the country, such as West Virginia’s Citizens Bank, are using their tax cut savings to raise wages and create jobs." - @ StansburyforWV | Read more: http://www.register-herald.com/opinion/columns/tax-cuts-already-at-work-in-economy/article_3a8fe992-4dc7-5496-8aa3-16578c0de888.html … # TaxCutsandJobsAct # JoeVotedNo # WVGOP"||@|# # #|"986257977907785729"|https://twitter.com/WVGOP/status/986257977907785729
mjbiztraining|2018-04-17 14:05|0|0|"West Virginia Attorneys Seek Amendment to MMJ Law Allowing them to Serve Canna-Businesses ... http://bit.ly/2ruWPaD # cannabis # training"|||# #|"986213940106539008"|https://twitter.com/mjbiztraining/status/986213940106539008
mjbiztraining|2018-04-17 05:05|0|0|"West Virginia Attorneys Seek Amendment to MMJ Law Allowing them to Serve Canna-Businesses ... http://bit.ly/2DAAMUJ # cannabis # training"|||# #|"986078067302064128"|https://twitter.com/mjbiztraining/status/986078067302064128
WVExecMag|2018-04-16 18:11|0|0|"Electronic Specialty Company has been supporting # WestVirginia businesses and people since 1947, including a recent investment by @ ThomasHealthWV to provide an addiction treatment center within Saint Francis Hospital http://bit.ly/2vk2Zft"||@|#|"985913484486545408"|https://twitter.com/WVExecMag/status/985913484486545408
beckleychamber|2018-04-13 20:17|0|0|"TY to our area businesses for participating in Inaugural Rides & Recreation 2018 Parking Spaces (booth spaces) are still available. Shift into gear, reserve space for your business today # BeckleyWV # SouthernWV # NewRiverGorge # WV # WestVirginia # ChamberOfCommerce # NewCarspic.twitter.com/7RiZN3jxij"|||# # # # # # #|"984858004205039616"|https://twitter.com/beckleychamber/status/984858004205039616
GreenwayCore|2018-04-13 14:55|5|10|"Greenway Concrete Core Hole Drilling has served # NorthernVirginia, # Maryland, # WestVirginia # WashingtonDC and the # ShenandoahValley businesses and corporations with quick, reliable results since 1987. pic.twitter.com/If6ArgZ9L6"|||# # # # #|"984777154411028482"|https://twitter.com/GreenwayCore/status/984777154411028482
MooreCapitoWV|2018-04-12 01:07|3|16|"We will have some beautiful weather for the next few days here in Charleston, a perfect time to grab a bite to eat at the new Super Weenie on Quarrier Street! It is just one of many businesses that are choosing Charleston, West Virginia. pic.twitter.com/7iXavICcpT"||||"984206267236454400"|https://twitter.com/MooreCapitoWV/status/984206267236454400
RepAlexMooney|2018-04-11 22:13|3|5|"Today I met with West Virginia’s community bankers to talk about their work supporting our communities and how we can help them continue to serve West Virginia’s families and small businesses. pic.twitter.com/AYlMFtVrzw"||||"984162515889336321"|https://twitter.com/RepAlexMooney/status/984162515889336321
DonBlankenship|2018-04-11 21:36|0|13|"Enjoyed learning about the great technology businesses at the High Technology Foundation in Fairmont today and how I can make Washington work to create a brighter future for West Virginia and America. # wvsen # wvpolpic.twitter.com/xEeMvhZWr6"|||# #|"984153289007738881"|https://twitter.com/DonBlankenship/status/984153289007738881
DelegateFast|2018-04-11 17:20|2|2|"Proud to have the support of the @ WVFarmBureau. Supporting agriculture means supporting businesses, rural communities and family farms all across West Virginia # wvpolpic.twitter.com/W25aNh5IVU"||@|#|"984088760295088129"|https://twitter.com/DelegateFast/status/984088760295088129
PayBotic_|2018-04-11 15:15|1|1|"Many banks are reluctant to work with legal Marijuana businesses, but West Virginia's State Treasurer is pushing for better banking access. Read all about it here: http://ow.ly/78hM30jmbiN"||||"984057317804081153"|https://twitter.com/PayBotic_/status/984057317804081153
Dwanesterrr|2018-04-10 04:14|0|0|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country https://www.whitehouse.gov/briefings-statements/tax-reform-paying-off-workers-businesses-west-virginia-around-country/?utm_source=twitter … via @ whitehouse"||@||"983528711797510144"|https://twitter.com/Dwanesterrr/status/983528711797510144
Ellis4WV|2018-04-09 23:02|1|4|"This is why I am running for office...to attract more people like Lee Farabaugh to West Virginia. Thank you @ leefarabaugh for your investment in # WV. Now let's put policies and programs in place to grow more small businesses like @ WeAreCore10 http://ow.ly/rGxq30joYyV # wvpol"||@ @|# #|"983450140345294849"|https://twitter.com/Ellis4WV/status/983450140345294849
WOAYNewsWatch|2018-04-09 16:09|0|0|"@ wvsosoffice Secretary Warner Reports 854 New Businesses in West Virginia for March 2018 http://www.b2s.pm/U7Jp6Q pic.twitter.com/nP6wR7gUpF"||@||"983346147958902784"|https://twitter.com/WOAYNewsWatch/status/983346147958902784
wvsosoffice|2018-04-09 16:01|3|1|"PRESS RELEASE: Secretary Warner Reports 854 New Businesses in West Virginia for March 2018 https://sos.wv.gov/News-Center/Pages/March-2018-Business-Numbers.aspx … # WeMeanBusinesspic.twitter.com/9QkZ3h4Mi3"|||#|"983344159829430272"|https://twitter.com/wvsosoffice/status/983344159829430272
gidssusa|2018-04-08 21:45|1|0|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country # gidss # gidssusa # taxreform # tax # taxlaw # unitedstates # westvirginia # business Read more: http://ow.ly/vdOs30jnD8h pic.twitter.com/TQUpEG1wia"|||# # # # # # # #|"983068235590524929"|https://twitter.com/gidssusa/status/983068235590524929
WVGOP|2018-04-07 15:45|5|6|""Small businesses around the country, such as West Virginia’s Citizens Bank, are using their tax cut savings to raise wages and create jobs." - @ StansburyforWV Read more: http://www.register-herald.com/opinion/columns/tax-cuts-already-at-work-in-economy/article_3a8fe992-4dc7-5496-8aa3-16578c0de888.html … | # TaxCutsandJobsAct # JoeVotedNo # WVGOP"||@|# # #|"982615225739497472"|https://twitter.com/WVGOP/status/982615225739497472
SenCapito|2018-04-07 15:00|9|37|"Enjoyed having @ POTUS with me back home in # WestVirginia this week where we heard how his leadership and policies are helping our # WV families and small businesses. WATCH: https://www.youtube.com/watch?v=TIgqlrfAamY … via @ WhiteHouse"||@ @|# #|"982603906189443073"|https://twitter.com/SenCapito/status/982603906189443073
SpookyLib|2018-04-07 12:35|0|0|"West Virginia Businesses, Cooking Diversity, YouTube TV, More: Saturday Buzz, April 7, 2018 http://researchbuzz.me/2018/04/07/west-virginia-businesses-cooking-diversity-youtube-tv-more-saturday-buzz-april-7-2018/ … via @ wordpressdotcom"||@||"982567576671682560"|https://twitter.com/SpookyLib/status/982567576671682560
Darkbird18|2018-04-07 11:17|0|0|"West Virginia Businesses, Cooking Diversity, YouTube TV, More: Saturday Buzz, April 7, 2018 https://researchbuzz.me/2018/04/07/west-virginia-businesses-cooking-diversity-youtube-tv-more-saturday-buzz-april-7-2018/ …"||||"982547978836697088"|https://twitter.com/Darkbird18/status/982547978836697088
ResearchBuzz|2018-04-07 11:10|0|0|"West Virginia Businesses, Cooking Diversity, YouTube TV, More: Saturday Buzz, April 7, 2018 http://researchbuzz.me/2018/04/07/west-virginia-businesses-cooking-diversity-youtube-tv-more-saturday-buzz-april-7-2018/ …"||||"982546074316562433"|https://twitter.com/ResearchBuzz/status/982546074316562433
taykuy|2018-04-06 15:27|4|11|"In West Virginia: "This kind of green energy, if you would, attracts those, what you call west coast businesses, like Microsoft and things like that, to locate here," Senator Ron Stollings explained. http://www.wowktv.com/news/local-news/renewable-energy-project-coming-to-hobet-mine/1098736639 …"||||"982248519690956801"|https://twitter.com/taykuy/status/982248519690956801
WVBuilding|2018-04-06 14:50|0|1|"All of these featured businesses are located within one block of The West Virginia Building. # DowntownLiving # HuntingtonWVhttp://downtownhuntington.net/boutiques-avenues-showcasing-huntingtons-feminine-side/ …"|||# #|"982239219023097856"|https://twitter.com/WVBuilding/status/982239219023097856
cmhglobal|2018-04-06 10:02|0|0|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country http://cmhglobaltimes.cmhglobal.in/America-Continent/Tax-Reform-Is-Paying-Off-for-Workers-and-Businesses-in-West-Virginia-and-Around-the-Country/TC7418523449 …"||||"982166536373788674"|https://twitter.com/cmhglobal/status/982166536373788674
fostermoore|2018-04-06 05:19|0|2|"USA - West Virginia - Sole proprietor businesses added to Secretary of State registry https://buff.ly/2Iw7Yvw pic.twitter.com/QYevYNwqrM"||||"982095366177935361"|https://twitter.com/fostermoore/status/982095366177935361
John_Frank1954|2018-04-06 03:57|0|0|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country https://www.whitehouse.gov/briefings-statements/tax-reform-paying-off-workers-businesses-west-virginia-around-country/?utm_source=twitter … via @ whitehouse"||@||"982074845985832961"|https://twitter.com/John_Frank1954/status/982074845985832961
RepAlexMooney|2018-04-06 02:23|10|28|"It was an honor to greet @ POTUS @ realDonaldTrump when he arrived for his fourth visit to West Virginia. Thanks for including my constituents from Randolph and Putnam Counties on the panel today to talk about how the tax cuts are helping their families and businesses. pic.twitter.com/Pc5dXLCgY2"||@ @||"982051196155432960"|https://twitter.com/RepAlexMooney/status/982051196155432960
AltfactsUSA|2018-04-06 00:27|0|3|"If you love # WestVirginia so much why are you attacking it’s citizens with regressive # Tariffs that = a tax on # consumers and small businesses their and elsewhere?"|||# # #|"982021907598979072"|https://twitter.com/AltfactsUSA/status/982021907598979072
GeorgeMentz|2018-04-05 22:26|0|0|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country http://dlvr.it/QNZ1X3 pic.twitter.com/GpDOVY3eD1"||||"981991398114115584"|https://twitter.com/GeorgeMentz/status/981991398114115584
ellisonbarber|2018-04-05 21:09|8|11|"One said she felt like the businesses invited to this are bigger businesses, and don’t reflect the average small business in West Virginia. She planned to protest this event outside."||||"981972121860571136"|https://twitter.com/ellisonbarber/status/981972121860571136
AirForce1|2018-04-05 20:57|0|3|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country http://dlvr.it/QNYfyN pic.twitter.com/XhXvsJmCvM"||||"981969216373833728"|https://twitter.com/AirForce1/status/981969216373833728
markkuhakali|2018-04-05 20:35|0|0|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country https://www.whitehouse.gov/briefings-statements/tax-reform-paying-off-workers-businesses-west-virginia-around-country/?utm_source=twitter … via @ whitehouse"||@||"981963546518020097"|https://twitter.com/markkuhakali/status/981963546518020097
jon_kinsley|2018-04-05 20:20|0|0|"@ realDonaldTrump Good afternoon! Thanks to @ WVGovernor and the "Great" people, workers, businesses and industry of # SulfurSprings and # WestVirginia for supporting you and your administration and for helping to # MakeAmericaGreatAgain # MadeInUSA # AmericaFirst"||@ @|# # # # #|"981959832524804096"|https://twitter.com/jon_kinsley/status/981959832524804096
VPPublicPool|2018-04-05 20:16|0|0|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country - https://vppublicschedules.com/tax-reform-is-paying-off-for-workers-and-businesses-in-west-virginia-and-around-the-country …"||||"981958674355752961"|https://twitter.com/VPPublicPool/status/981958674355752961
WHPublicPool|2018-04-05 20:15|0|1|"Tax Reform Is Paying Off for Workers and Businesses in West Virginia and Around the Country http://publicpool.kinja.com/subject-tax-reform-is-paying-off-for-workers-and-busin-1825020461 …"||||"981958502607478785"|https://twitter.com/WHPublicPool/status/981958502607478785
ASporck|2018-04-05 17:56|2|6|"Today’s roundtable is proof positive that tax reform is working for West Virginia families and businesses. The # TaxCutsandJobsAct is helping grow our economy through higher wages and lower taxes. Thanks to @ sencapito for her leadership!https://twitter.com/service_pump/status/981900306664574976 …"||@|#|"981923622867611649"|https://twitter.com/ASporck/status/981923622867611649
tomangell|2018-04-02 14:18|4|10|"West Virginia's treasurer is stepping up the push to find banking solutions for marijuana businesses. https://www.marijuanamoment.net/amid-federal-threats-state-treasurer-pushes-for-marijuana-banking-access/ …pic.twitter.com/pDBXFLdaoq"||||"980781608763580416"|https://twitter.com/tomangell/status/980781608763580416
twright55|2018-03-31 22:02|0|0|"What a surprise # WestVirginia! The magazine! Wow ! I thought I would be tweeting now how to help small businesses.. but I am tweeting now with the State! No wonder I saw many West Virginians yesterday in Winchester! Virginia cleared the road for you guys! This is Amazing!"|||#|"980173539939684353"|https://twitter.com/twright55/status/980173539939684353
WVNews247|2018-03-29 15:34|0|0|"While the extraction of West Virginia’s natural gas is conducted by larger businesses, the Marcellus Shale has also provided opportunities for local support companies to grow and flourish, some of which have only been established during the past few years.https://www.wvnews.com/theet/news/subcontractors-play-crucial-role-in-local-economy-energy-industry/article_eb05471a-af5e-5cef-9b4f-44258fa6d7b3.html …pic.twitter.com/XgmXuMMVGM"||||"979351141677977601"|https://twitter.com/WVNews247/status/979351141677977601
damien_arthur|2018-03-29 14:16|0|5|"Careful out there today in # WestVirginia. The businesses and jobs flocking to the state are going to be everywhere. It’s going to be Insane. Look out! https://twitter.com/wvgazettemail/status/979327310695288833 …"|||#|"979331404063563776"|https://twitter.com/damien_arthur/status/979331404063563776
LegalAidWV|2018-03-27 17:55|0|1|"Our practice areas are broader than you might think. Through the Legal Aid of West Virginia Community Economic Development Legal Project (CEDLAW), our lawyers are helping low-income people start businesses and build their communities. http://ow.ly/b0LV30iOgGO pic.twitter.com/2iqHCsVbRT"||||"978661721060593664"|https://twitter.com/LegalAidWV/status/978661721060593664
PolitiFact|2018-03-27 16:00|0|6|"Do small businesses in West Virginia make up about 96 percent of the state's economy, as @ Sen_JoeManchin said? https://bit.ly/2pHZNVe pic.twitter.com/UgokS45wBy"||@||"978632744468062209"|https://twitter.com/PolitiFact/status/978632744468062209
MyAlliesNews|2018-03-26 23:45|0|0|"Small businesses in West Virginia "make up about 96 percent of our state's economy." https://goo.gl/eCUAYy"||||"978387466049736705"|https://twitter.com/MyAlliesNews/status/978387466049736705
beckleychamber|2018-03-26 22:27|0|1|"Day of Opportunity! We appreciate opportunity to be a partner for Erma Byrd Higher Education Center Job & Resource Fair. Great opportunity for businesses, job seekers, students, citizens of all ages to make connections for future employment # WV # WestVirginia https://twitter.com/Register_Herald/status/977545688824369152 …"|||# #|"978367971373568000"|https://twitter.com/beckleychamber/status/978367971373568000
RepMcKinley|2018-03-26 20:33|3|6|"Great meeting with small business owners in Weirton this afternoon to discuss the benefits of the # TaxCutsandJobsAct. Tax reform is making a big difference for West Virginia’s small businesses. pic.twitter.com/OVgc5sDI94"|||#|"978339249656385536"|https://twitter.com/RepMcKinley/status/978339249656385536
iCoffeeGuy|2018-03-23 16:06|0|0|"ATTN: WV Residents & Businesses! New Gun Rights Law takes affect June 2018 @ NRAILA @ NRA @ wvcdl @ GLOCKInc @ MrColionNoir Great Work! # WIN # 2A # WestVirginia # gunowners # Constitution http://campaign.r20.constantcontact.com/render?m=1102955222215&ca=b970b173-003a-4c05-95f8-1fc00e983cbf …pic.twitter.com/cZahVXx3Fs"||@ @ @ @ @|# # # # #|"977199864705675264"|https://twitter.com/iCoffeeGuy/status/977199864705675264
empire_steel|2018-03-22 18:54|0|0|"You pretty much limited to Virginia area if you live in West Virginia now or come on over to Ohio and race as jobs and businesses are always moving around there"||||"976879768338608130"|https://twitter.com/empire_steel/status/976879768338608130
NCIFund|2018-03-22 16:51|0|2|"We're excited to announce that United Bank has provided more than $500K in investment and grant support to help NCIF expand its lending and advisory services to small businesses across # WestVirginia. Read the release: http://goo.gl/wf4qG7"|||#|"976848731550244864"|https://twitter.com/NCIFund/status/976848731550244864
kayla__gagnon|2018-03-21 00:43|1|0|"@ teamkendrawv "My platform is built on the notion of the freedom to stay in WV. People don't want to leave West Virginia, they'd rather be here. What we need to do is the federal government to infuse cash at the community level to grow businesses so that they can stay.""||@||"976242867315400709"|https://twitter.com/kayla__gagnon/status/976242867315400709
MOBSCEO|2018-03-20 23:44|0|0|"United Bank funds NCIF to support small businesses in 26 underserved West Virginia counties http://dlvr.it/QLnNph"||||"976227915003084800"|https://twitter.com/MOBSCEO/status/976227915003084800
GreenwayCore|2018-03-20 20:26|9|13|"Greenway Concrete Core Hole Drilling has served # NorthernVirginia, # Maryland, # WestVirginia # WashingtonDC and the # ShenandoahValley businesses and corporations with quick, reliable results since 1987. pic.twitter.com/Vt32UZKP6i"|||# # # # #|"976178293509586944"|https://twitter.com/GreenwayCore/status/976178293509586944
Johnschroyer|2018-03-19 18:00|0|2|"Mr. Stuart, does this mean you plan on prosecuting West Virginia medical marijuana businesses?"||||"975779129193766912"|https://twitter.com/Johnschroyer/status/975779129193766912
k_frye20|2018-03-19 01:21|5|24|"All West Virginia schools/businesses should be on a mandatory 2-hr delay tomorrow due to this start time of Marshall WVU game!"||||"975527683990925313"|https://twitter.com/k_frye20/status/975527683990925313
CumberlandTN|2018-03-18 15:48|0|0|"Businesses in West Virginia can apply for free training http://www.times-news.com/news/business/businesses-in-west-virginia-can-apply-for-free-training/article_1099f4b9-a536-54b4-8dc0-e73f2b57c70a.html#utm_campaign=blox&utm_source=twitter&utm_medium=social …"|||#utm_campaign|"975383528753057797"|https://twitter.com/CumberlandTN/status/975383528753057797
click4smbUK|2018-03-18 01:47|0|0|"National and state businesses honored by US Small Business Administration - WV News - National and state businesses honored by US Small Business Administration WV News CLARKSBURG — West Virginia's National Small Business Person of the Year is Douglas ... http://ow.ly/Phpm50gTEOM"||||"975171875914571778"|https://twitter.com/click4smbUK/status/975171875914571778
TheRealJM12|2018-03-17 12:14|10|24|"BREAKING NEWS: All schools and businesses in West Virginia will be closed Monday, March 19. https://twitter.com/wvuhoops/status/974863361249755136 …"||||"974967273571090432"|https://twitter.com/TheRealJM12/status/974967273571090432
LaurenDC5|2018-03-14 04:29|0|2|"West Virginia shows $30million in savings by stopping the greedy PBMs...I know a few IL residents and businesses that can’t wait to see what you can recover for IL taxpayers from our PBMs!"||||"973762959808835585"|https://twitter.com/LaurenDC5/status/973762959808835585
gaeblerdotcom|2018-03-13 17:30|0|0|"How Many Small Businesses in West Virginia? http://ow.ly/Ckod30ip8DW"||||"973597246536208391"|https://twitter.com/gaeblerdotcom/status/973597246536208391
DailySignal|2018-03-13 17:16|7|7|"Small businesses aren’t just the backbone of our national economy. They’re the engine of durable, sustainable economic growth in states and localities from West Virginia to the West Coast. http://bit.ly/2Hswjla"||||"973593751846256640"|https://twitter.com/DailySignal/status/973593751846256640
SenCapito|2018-03-13 00:26|5|8|"ICYMI: I outlined how # taxreform is helping West Virginia workers and small businesses in an op-ed yesterday for the @ heralddispatch. Read how tax reform is working for # WV here:http://bit.ly/2DlOve9"||@|# #|"973339353693921280"|https://twitter.com/SenCapito/status/973339353693921280
USFCRGOV|2018-03-09 19:32|0|0|"The Fish and Wildlife Service is taking quotes from small businesses to provide a floating canoe and kayak launch on the Blackwater River in West Virginia. The last day a business can submit a quote is March 20, 2018. Learn more: https://www.marketwatch.com/story/small-business-sought-to-provide-canoe-and-kayak-launch-on-blackwater-river-2018-03-09 …pic.twitter.com/WMYBOfBmeB"||||"972178452009844737"|https://twitter.com/USFCRGOV/status/972178452009844737
greygatch|2018-03-09 17:46|0|0|"I guess we're using that $139,000 on local businesses, carpenters, etc instead of almost buying houses in West Virginia...?"||||"972151543481937920"|https://twitter.com/greygatch/status/972151543481937920
wvugradschool|2018-03-09 16:00|1|5|"Master's of Accounting graduate students at @ wvucobe are working with the West Virginia State Auditor's office to help small businesses. Interested in a MAcc degree? Our online academic database provides the answers to your questions, http://bit.ly/2ALHhmb  .pic.twitter.com/nTYT72mAKC"||@||"972124914663743490"|https://twitter.com/wvugradschool/status/972124914663743490
cmtycollege|2018-03-09 09:40|0|0|"Colleges, Businesses Host Career and Transfer Fair at West Virginia Northern Community College ... http://dlvr.it/QKKzqw # comm_college"|||#|"972029243419799552"|https://twitter.com/cmtycollege/status/972029243419799552
newrepublic|2018-03-08 19:00|3|4|"The West Virginia teachers' deal shows the limits of progressive activism in cash-strapped states where conservative legislators refuse to raise taxes on big businesses. http://bit.ly/2FrKJ4q pic.twitter.com/ZTyk06e08h"||||"971807940737986560"|https://twitter.com/newrepublic/status/971807940737986560
WOAYNewsWatch|2018-03-08 16:13|1|2|"Secretary Warner Reports 848 New Businesses in West Virginia for February 2018 https://woay.tv/2018/03/secretary-warner-reports-848-new-businesses-in-west-virginia-for-february-2018/ …pic.twitter.com/v8eYByn8WC"||||"971765865627766790"|https://twitter.com/WOAYNewsWatch/status/971765865627766790
wvsosoffice|2018-03-08 15:56|5|5|"Secretary Warner Reports 848 New Businesses in West Virginia for February 2018 https://sos.wv.gov/News-Center/Pages/February-2018-BSD.aspx … # WeMeanBusinesspic.twitter.com/p21AIoWrzp"|||#|"971761692861435904"|https://twitter.com/wvsosoffice/status/971761692861435904
GrandmaJSilver|2018-03-08 01:13|0|0|"Fed-Up Teachers Take Heart From West Virginia Strike via @ NYTimes#There is no excuse to accept poor wages when the States and Federal Government subsidize big businesses & 1%. Demand a living wage & benefits, you, your children and grandchildren deserve it https://nyti.ms/2D7aN32"||@|#There|"971539325124038656"|https://twitter.com/GrandmaJSilver/status/971539325124038656
huttonblewsins|2018-03-07 18:30|0|0|"At Hutton-Blews Insurance, we have a strong background in commercial insurance and we have businesses insured all across western Pennsylvanian, Ohio and West Virginia. Contact us to discuss your business insurance needs. (724) 397-3743 https://www.huttonblews.com/business-insurance/ …pic.twitter.com/rLrqHWnLU5"||||"971437964684390400"|https://twitter.com/huttonblewsins/status/971437964684390400
wvugradschool|2018-03-07 16:00|0|0|"Master's of Accounting graduate students at @ wvucobe are working with the West Virginia State Auditor's office to help small businesses. Interested in a MAcc degree? Our online academic database provides the answers to your questions, http://bit.ly/2ALHhmb  .pic.twitter.com/C8rknRQT7H"||@||"971400210034413569"|https://twitter.com/wvugradschool/status/971400210034413569
