username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
qwbo21|2018-05-26 18:15|0|2|"TWITCH PRIME FUNCIONAL BIN:4510140504xxxxxx BIN2:473703002xxxxxxx TODO GENERADO IP:ESTADOS UNIDOS DATOS: STREET :293 PEREIDA ST CITY : SAN ANTONIO STATE / PROVINCE : TEXAS ZIP CODE :79604 TELEPHONE :5398881234"||||"1000410107698667520"|https://twitter.com/qwbo21/status/1000410107698667520
sahumane|2018-05-25 20:48|3|1|"FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required) on June 16 & Millers Pond Park! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio pic.twitter.com/G98TSObgsm"|||#|"1000086287393607680"|https://twitter.com/sahumane/status/1000086287393607680
RayyanThor|2018-05-24 22:27|4|4|"TWITCH PRIME BIN: 4510140504xxxxxx IP: ESTADOS UNIDOS DATOS: STREET: 293 Pereida ST CITY: San Antonio ZIP CODE: 79604 TELEFONO: 5398881234"||||"999748622462824448"|https://twitter.com/RayyanThor/status/999748622462824448
sahumane|2018-05-24 21:18|1|1|"FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required) on June 16 & Millers Pond Park! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio pic.twitter.com/l9rIwj62FO"|||#|"999731422112829440"|https://twitter.com/sahumane/status/999731422112829440
sahumane|2018-05-22 18:08|2|3|"FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required) on June 16 & Millers Pond Park! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio pic.twitter.com/tuYMDkwDhL"|||#|"998958840543694849"|https://twitter.com/sahumane/status/998958840543694849
Esmeral55428403|2018-05-22 16:11|0|0|"We LIVE IN San Antonio. Texas 1901 South San Marcos ,7104 . zip code 78207"||||"998929292057874432"|https://twitter.com/Esmeral55428403/status/998929292057874432
loverxcket|2018-05-22 07:31|0|0|"Aye if ya'll could please click that link and request san Antonio (zip code is 78223) thatd be great thanks https://twitter.com/elijahdaniel/status/998793957940187136 …"||||"998798483933904896"|https://twitter.com/loverxcket/status/998798483933904896
FortineCrafting|2018-05-21 12:36|1|1|"BIN TWITCH PRIME BIN: 473703002xxxxxxx IP TIDAL: Estados unidos Fecha: Generada Código: Generado Generador: http://subelosubelo.com/  DATOS Street: 293 Pereida ST City: San Antonio State: Texas Province: Texas Zip code:79604 Telephone: 5398881234 17:57 - 20 mai 2018"||||"998512919699746818"|https://twitter.com/FortineCrafting/status/998512919699746818
SviY13|2018-05-20 21:33|1|4|"TWITCH PRIME BIN: 4510140504xxxxxx IP: ESTADOS UNIDOS DATOS: STREET: 293 Pereida ST CITY: San Antonio ZIP CODE: 79604 TELEFONO: 5398881234"||||"998285668433440768"|https://twitter.com/SviY13/status/998285668433440768
JOKERKILL3R|2018-05-20 12:04|2|3|"TWITCH PRIME Jalando al 100 lo acabo de probar ayer y me paso BIN: 4510140504xxxxxx TODO GENERADO IP: ESTADOS UNIDOS DATOS: STREET: 293 Pereida ST CITY: San Antonio ZIP CODE: 79604 TELEFONO: 5398881234"||||"998142326051614720"|https://twitter.com/JOKERKILL3R/status/998142326051614720
BR3lN|2018-05-17 15:32|2|11|"TWITCH PRIME 473703002xxxxxxx IP:USA STREET :293 PEREIDA ST CITY : SAN ANTONIO STATE / PROVINCE : TEXAS ZIP CODE :79604 TELEPHONE :5398881234"||||"997107570010673152"|https://twitter.com/BR3lN/status/997107570010673152
PolitiFactTexas|2018-05-12 02:08|7|3|"It’s MOSTLY TRUE, as @ LupeValdez said, that she grew up in San Antonio’s poorest ZIP code. 78207 has been home to the greatest number of low-income residents. Sometimes other ZIP codes had greater shares of poor people. http://www.politifact.com/texas/statements/2018/may/03/lupe-valdez/lupe-valdez-I-come-poorest-zip-code-san-antonio-te/ …"||@||"995093334023725056"|https://twitter.com/PolitiFactTexas/status/995093334023725056
BudKennedy|2018-05-12 02:07|2|1|"Technically, @ LupeValdez couldn’t come from the “poorest ZIP code in San Antonio,” since they didn’t have ZIP codes until 1963 # txgov # tx2018"||@|# #|"995093087331520514"|https://twitter.com/BudKennedy/status/995093087331520514
Forrest4Trees|2018-05-12 02:05|1|0|". @ LupeValdez talks about growing up in the poorest zip code in San Antonio, the eighth child of farmworkers"||@||"995092636552892416"|https://twitter.com/Forrest4Trees/status/995092636552892416
jcqlnwng|2018-05-12 02:05|2|1|"Lupe Valdez starts by saying she's the 8th child of migrant workers, and in middle school, she took a bus to go to another school on the other side of town to succeed. "I came from the poorest ZIP code in San Antonio.""||||"995092524585967617"|https://twitter.com/jcqlnwng/status/995092524585967617
PolitiFactTexas|2018-05-11 18:50|0|0|"A month ago, Democratic governor candidate @ LupeValdez said one of her selling points is that she grew up in the poorest ZIP code in San Antonio. How poor was it? http://bit.ly/2KzaB1q pic.twitter.com/EAfv2AecIp"||@||"994982974130139137"|https://twitter.com/PolitiFactTexas/status/994982974130139137
JOKERKILL3R|2018-05-11 02:03|0|3|"TWITCH PRIME FUNCIONAL BIN:4342562284xxxxxx TODO GENERADO IP:ESTADOS UNIDOS DATOS: STREET :293 PEREIDA ST CITY : SAN ANTONIO STATE / PROVINCE : TEXAS ZIP CODE :79604 TELEPHONE :5398881234 @ Bobbobpvp @ syedrayyansajid @Apk_Leban @ special_one60 @special_one62"||@ @ @Apk_Leban @ @special_one62||"994729696716902400"|https://twitter.com/JOKERKILL3R/status/994729696716902400
pfikac|2018-05-10 17:16|0|0|"Did Lupe Valdez really come from the poorest ZIP code in San Antonio? https://www.expressnews.com/news/local/article/Did-Lupe-Valdez-really-come-from-the-poorest-ZIP-12902319.php?utm_campaign=twitter-premium&utm_source=CMS%20Sharing%20Button&utm_medium=social … via @ expressnews by @ gardnerselby"||@ @||"994596995267522560"|https://twitter.com/pfikac/status/994596995267522560
TxLRLClips|2018-05-10 13:23|0|0|"Did Lupe Valdez really come from the poorest ZIP code in San Antonio?-SAEN:http://www.lrl.state.tx.us/tw.cfm?id=306522 …"||||"994538522345377792"|https://twitter.com/TxLRLClips/status/994538522345377792
SanAntonio_NC|2018-05-10 03:50|0|0|"San Antonio News Did Lupe Valdez really come from the poorest ZIP code in San Antonio? - http://mySanAntonio.com  http://dlvr.it/QSLWRc pic.twitter.com/57tu49GTW3"||||"994394311713144832"|https://twitter.com/SanAntonio_NC/status/994394311713144832
lmtnews|2018-05-10 02:21|1|0|"Did Lupe Valdez really come from the poorest ZIP code in San Antonio? https://ift.tt/2ryVGLS"||||"994371792264400896"|https://twitter.com/lmtnews/status/994371792264400896
coryheikkila|2018-05-10 02:08|2|0|"Did Lupe Valdez really come from the poorest ZIP code in San Antonio? https://ift.tt/2wp2jpT"||||"994368470975475712"|https://twitter.com/coryheikkila/status/994368470975475712
mySA|2018-05-10 02:02|1|2|"Did Lupe Valdez really come from the poorest ZIP code in San Antonio? https://trib.al/1a5eR2i"||||"994366925965754368"|https://twitter.com/mySA/status/994366925965754368
dragoni_l|2018-05-09 22:42|1|9|"Twitch Prime Bin For Fortnite Loot #2 Bin:4510140504xxxxxx IP USA use HMA Vpn and Firefox Focus Street 293 Pereida Street City San Antonio State/Province Texas Zip code 79604 Telephone 5398881234 @ JOKERKILL3R @ syedrayyansajid @Apk_Leban @AustinBins @ special_one60pic.twitter.com/PrCSptrNRm"||@ @ @Apk_Leban @AustinBins @|#2|"994316611766095872"|https://twitter.com/dragoni_l/status/994316611766095872
OscarHealth|2018-05-08 21:02|0|0|"Hey Noah, thanks for reaching out! In Texas we're predominantly in the Austin and San Antonio areas. You can check out http://hioscar.com/get-quote  to see if your zip code is within our coverage area. Don't hesitate to give us a call with any questions: 855-OSCAR-88."||||"993929046038892549"|https://twitter.com/OscarHealth/status/993929046038892549
sahumane|2018-05-08 17:17|0|0|"We still have some appointments available! FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required)! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio pic.twitter.com/0XPrjkwSaH"|||#|"993872497127886849"|https://twitter.com/sahumane/status/993872497127886849
FamilyServiceSA|2018-05-08 15:47|0|0|"Confronting child abuse in San Antonio’s 78207 zip code area. @ CWShirleyG # Promotoras # District5 # ChildAbusePrevention https://www.mysanantonio.com/opinion/commentary/article/Promotoras-a-pilot-program-to-help-end-child-12895235.php …pic.twitter.com/4PjE55As3s"||@|# # #|"993849953406550016"|https://twitter.com/FamilyServiceSA/status/993849953406550016
sahumane|2018-05-07 17:35|0|0|"We still have some appointments available! FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required)! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio pic.twitter.com/463BFUvobu"|||#|"993514791582003200"|https://twitter.com/sahumane/status/993514791582003200
SviY13|2018-05-06 16:12|0|2|"BIN TWITCH PRIME BIN:4510140504xxxxxx IP:ESTADOS UNIDOS DATOS: STREET :293 PEREIDA ST CITY : SAN ANTONIO STATE / PROVINCE : TEXAS ZIP CODE :79604 TELEPHONE :5398881234"||||"993131513876185089"|https://twitter.com/SviY13/status/993131513876185089
JOKERKILL3R|2018-05-06 15:34|0|2|"Bin twitch prime 4510140504xxxxxx Ip: estados unidos DATOS: Street:293 PEREIDA ST City: SAN ANTONIO State / province : TEXAS Zip code :79604 telefono :5398881234 @ Bobbobpvp @Apk_Leban @ syedrayyansajid"||@ @Apk_Leban @||"993121783657254912"|https://twitter.com/JOKERKILL3R/status/993121783657254912
BR3lN|2018-05-06 08:41|3|7|"4510140504xxxxxx Ip : USA STREET :293 PEREIDA ST CITY : SAN ANTONIO STATE / PROVINCE : TEXAS ZIP CODE :79604 TEL:5398881234 pic.twitter.com/KtG9lzB5MM"||||"993017772753018880"|https://twitter.com/BR3lN/status/993017772753018880
special_one60|2018-05-06 08:05|4|12|"BIN TWITCH PRIME BIN:4510140504xxxxxx TODO GENERADO IP:USA DATOS: STREET :293 PEREIDA ST CITY : SAN ANTONIO STATE / PROVINCE : TEXAS ZIP CODE :79604 TELEPHONE :5398881234 @ Beauty_Life8 @ syedrayyansajid @ JOKERKILL3R"||@ @ @||"993008717217042432"|https://twitter.com/special_one60/status/993008717217042432
sahumane|2018-05-04 22:34|3|2|"SAHS FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required)! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio # Freepic.twitter.com/5DVTMpBYwP"|||# #|"992502807495430144"|https://twitter.com/sahumane/status/992502807495430144
PolitiFactTexas|2018-05-04 03:46|3|3|"POSTED HOY: Democratic governor candidate @ LupeValdez told @ kherman that she comes from the poorest ZIP code in San Antonio. FACT-CHECK: http://bit.ly/2KzaB1q pic.twitter.com/7ED7KA6kmP"||@ @||"992218755223572480"|https://twitter.com/PolitiFactTexas/status/992218755223572480
TURNTXBLUE2018|2018-05-03 20:01|2|1|"Lupe Valdez: 'I come from poorest ZIP code in San Antonio.' http://ow.ly/Rljw50hefmb"||||"992101842426441729"|https://twitter.com/TURNTXBLUE2018/status/992101842426441729
PolitiFact|2018-05-03 19:23|0|0|"@ LupeValdez told a commentator she’s better qualified than the other Democrats in the Texas Governor race because of challenges she’s overcome, saying she comes from "the poorest ZIP code in San Antonio." Our fact-check: http://bit.ly/2KwMIrr pic.twitter.com/s5W0fY6kOV"||@||"992092171464458240"|https://twitter.com/PolitiFact/status/992092171464458240
pfikac|2018-05-03 18:53|2|1|"Lupe Valdez says she's from poorest ZIP code in San Antonio. MOSTLY TRUE. http://www.politifact.com/texas/statements/2018/may/03/lupe-valdez/lupe-valdez-I-come-poorest-zip-code-san-antonio-te/ … via @ PolitiFactTexas by @ gardnerselby"||@ @||"992084688121495552"|https://twitter.com/pfikac/status/992084688121495552
Grav1|2018-05-03 18:43|0|0|"Lupe Valdez says she's from poorest ZIP code in San Antonio. Politifact check finds her claim MOSTLY TRUE. http://www.politifact.com/texas/statements/2018/may/03/lupe-valdez/lupe-valdez-I-come-poorest-zip-code-san-antonio-te/ … via @ PolitiFactTexas"||@||"992082254900887552"|https://twitter.com/Grav1/status/992082254900887552
PolitiFactTexas|2018-05-03 18:26|2|3|"NEW: Was Democratic governor hopeful @ LupeValdez right when she said she comes from the poorest ZIP code in San Antonio? THE FACTS: pic.twitter.com/QmHGnvVOXP"||@||"992077857454215170"|https://twitter.com/PolitiFactTexas/status/992077857454215170
sahumane|2018-05-02 22:22|4|6|"SAHS FREE Spay/Neuter Transport for qualifying zip code residents (refundable deposit is required)! See flyer for details. Schedule at https://sahumane.as.me/Transport # SanAntonio # Freepic.twitter.com/NqZL9KKjqY"|||# #|"991775079079010305"|https://twitter.com/sahumane/status/991775079079010305
lilygc|2018-04-22 21:58|0|6|"I've added a few new maps to my sets in @ tableaupublic for # SanAntonio. Here's recent # data from Bexar Judicial about who's incarcerated by ZIP Code. This has been added to the map set located at http://bit.ly/SATXNos . cc: @ CharlotteAnne @ NOWCastSA @ pattondodd @ folomediasapic.twitter.com/1DAGVaoCct"||@ @ @ @ @|# #|"988144954768875522"|https://twitter.com/lilygc/status/988144954768875522
ellierosetx|2018-04-22 05:27|0|3|"I’ve know Tyler for at least a decade via working at the same summer camp. PURO San Antonio transcends zip code—which includes this proposal! https://twitter.com/ksatnews/status/987881173958447105 …"||||"987895627295215616"|https://twitter.com/ellierosetx/status/987895627295215616
Rivardreport|2018-04-18 00:27|0|3|"In zip code 78207, just west of downtown San Antonio, 310 overdoses occurred in 2017 in which Narcan was administered and effectively reversed the overdose. https://bit.ly/2HuRK8Q  cc: @ UTHealthSA; @ SAMetroHealth; @ Judge_wolff; @ SATXFire; @ SATXPolice"||@ @ @ @ @||"986370635004825601"|https://twitter.com/Rivardreport/status/986370635004825601
AdelitaGCantu|2018-04-16 19:36|0|0|"#7317 another significant health disparity in San Antonio that demonstrates how health inequity impacts lives. Breast Cancer Rates in Bexar County Vary Dramatically By Zip Code https://therivardreport.com/breast-cancer-rates-in-bexar-county-vary-dramatically-by-zip-code/ … via @ Rivardreport"||@|#7317|"985935084313284608"|https://twitter.com/AdelitaGCantu/status/985935084313284608
DiegoBernalTX|2018-04-16 19:10|2|3|"Couldn't be prouder of the critical, revealing work Elyse is doing. Breast Cancer Rates in San Antonio Vary Dramatically By Zip Code https://therivardreport.com/breast-cancer-rates-in-bexar-county-vary-dramatically-by-zip-code/ … @ komensanantonio"||@||"985928364811784192"|https://twitter.com/DiegoBernalTX/status/985928364811784192
pah210|2018-04-15 20:20|1|0|"San Antonio, Texas For more information on me please visit my profile at http://www.petharbor.com/  (Type in zip code 78227, search the ID#(Ex:A123456) within our shelter.) For information... https://www.facebook.com/permalink.php?story_fbid=877619082417391&id=545386392307330 …"|||#|"985583779463946240"|https://twitter.com/pah210/status/985583779463946240
pah210|2018-04-15 20:20|2|0|"San Antonio, Texas For more information on me please visit my profile at http://www.petharbor.com/  (Type in zip code 78227, search the ID#(Ex:A123456) within our shelter.) For information on adoption... https://www.facebook.com/pat.animalcrossposter/posts/1694527040593595 …"|||#|"985583727366385665"|https://twitter.com/pah210/status/985583727366385665
RealtorTexasRay|2018-04-15 18:35|0|0|"# SanAntonio Home Search App that Works with a GPS, Enter Zip Code - http://ow.ly/ZXWx30juMkH # MoveUp # Renterspic.twitter.com/BlBUnZVZh6"|||# # #|"985557135789580288"|https://twitter.com/RealtorTexasRay/status/985557135789580288
sahumane|2018-04-13 21:25|6|8|"Barkitecture this Saturday, April 14. Stop by the SAHS booth with your dog for FREE rabies shots and microchipping to the first 300 dogs between 1-4pm. Also scheduling for 100 FREE spay/neuter surgeries with qualifying zip code at our Brooks location. # SanAntonio pic.twitter.com/ibKBuqJlOT"|||#|"984875132236779520"|https://twitter.com/sahumane/status/984875132236779520
sahumane|2018-04-13 00:21|8|9|"Barkitecture this Saturday, April 14. Stop by the SAHS booth with your dog for FREE rabies shots and microchipping to the first 300 dogs between 1-4pm. Also scheduling for 100 FREE spay/neuter surgeries with qualifying zip code at our Brooks location. # SanAntonio pic.twitter.com/G0JbyX0CjF"|||#|"984557173291315206"|https://twitter.com/sahumane/status/984557173291315206
f_albaqami|2018-04-12 23:27|0|0|"@ KinderCare Hello my son 2y and 7m How much does it cost per week . I Am military. Live San Antonio zip code 78245 state Highway 151 Give estimate amount per week"||@||"984543541065068544"|https://twitter.com/f_albaqami/status/984543541065068544
sahumane|2018-04-09 20:31|9|8|"Barkitecture this Saturday, April 14. Stop by the SAHS booth with your dog for FREE rabies shots and microchipping to the first 300 dogs between 1-4pm. Also scheduling for 100 FREE spay/neuter surgeries with qualifying zip code at our Brooks location. # SanAntonio pic.twitter.com/xjhEcFoNSX"|||#|"983412034585989122"|https://twitter.com/sahumane/status/983412034585989122
epiphany1000|2018-04-09 06:17|0|0|"Matthew Luckhurst, (210) 378-5951, 4910 Longfellow Blvd, San Antonio ... https://nuwber.com  › person Name: Matthew Luckhurst, Phone number: ( 210) 378-5951, State: TX, City: San Antonio, Zip Code: 78217 and more information. Oops. https://twitter.com/NicoleKenza/status/983124727349891073 …"||||"983197135209488385"|https://twitter.com/epiphany1000/status/983197135209488385
