username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
ryanclan6|2018-03-30 01:59|0|0|"This times are a'changing. More concerned with effects of Cambridge Analytica & its thieft of FB Data and involvement of Mercer/Bannon/Mannifort/Bolton&you in targeting w/Russians stolen data on 2016 election. Conspiracy Indictment w/GRU coming soon"||||"979508251464122369"|https://twitter.com/ryanclan6/status/979508251464122369
Donche42762993|2018-03-30 01:50|0|1|"Did Godec work with # Cambridge Analytica on behalf of Pres Kenyatta to influence & steal the 2017 Kenyan Election? Does Godec know Paul Manafort? Is Godec taking his kikuyu girlfriend with him back to US? What can he say abt illegal selling of visas for $3000 at NRB US embassy?"|||#|"979506027669401600"|https://twitter.com/Donche42762993/status/979506027669401600
quintoelab|2018-03-30 00:30|2|1|"Una investigación de @ Channel4News reveló que Cambridge Analytica, clave en el triunfo de Donald Trump, robó datos a 50 millones de usuarios de Facebook para incidir en las elecciones Checa la primera parte del reportaje acá: https://www.channel4.com/news/cambridge-analytica-facebook-profiles-whistleblower-chris-wylie-election …pic.twitter.com/RWwcwTS94W"||@||"979485856363724800"|https://twitter.com/quintoelab/status/979485856363724800
imperienytt|2018-03-30 00:14|0|0|""The social media companies that allowed Kremlin Trolls to help elect Donald Trump." Would that be Cambridge Analytica? https://twitter.com/imperienytt/status/978735836119388161 …"||||"979481949256417287"|https://twitter.com/imperienytt/status/979481949256417287
SpazzyKK|2018-03-30 00:05|0|1|"Couldn't possibly be that Amazon has about 10 times more personal data than facebook? Distraction from Cambridge Analytica, perhaps?"||||"979479640791310336"|https://twitter.com/SpazzyKK/status/979479640791310336
70chickens|2018-03-30 00:03|0|0|"2) You've made a logically fallacious (objectively) connection. Even of they were funded by facebook, you cannot presuppose that 1) Facebook is altering their content, or 2) That Facebook is biased against you. I could make the same claim in reverse because of Cambridge Analytica"||||"979479189287047168"|https://twitter.com/70chickens/status/979479189287047168
rayneturner100|2018-03-29 23:56|0|0|"And instead of saying CA /Cambridge Analytica , he keeps saying CIA and IMPUNING Our Nation !!! (1-2)"||||"979477439830282242"|https://twitter.com/rayneturner100/status/979477439830282242
lawcrimenews|2018-03-29 23:45|30|35|"Donald Trump's new national security advisor John Bolton is in the news for an eyebrow-raising reason. The John Bolton Super PAC is accused of illegally coordinating with Cambridge Analytica. DETAILS: http://bit.ly/2GHtxfc pic.twitter.com/egsW5zkE1h"||||"979474746751508480"|https://twitter.com/lawcrimenews/status/979474746751508480
BillBuckley12|2018-03-29 23:31|0|2|"Mueller is laughing at you as he finds even more money laundering bigly collusion treason now Cambridge analytica ???"||||"979471163591221249"|https://twitter.com/BillBuckley12/status/979471163591221249
hunterecho|2018-03-29 22:59|0|0|"I heard that the Jobs Jobs Jobs thing tested well with Cambridge Analytica. Nice to know you can read and that your followers are gullible."||||"979463022572863488"|https://twitter.com/hunterecho/status/979463022572863488
