0|This times are a'changing. More concerned with effects of Cambridge Analytica & its thieft of FB Data and involvement of Mercer/Bannon/Mannifort/Bolton&you in targeting w/Russians stolen data on 2016 election. Conspiracy Indictment w/GRU coming soon|979508251464122369|0.5982
1|Did Godec work with # Cambridge Analytica on behalf of Pres Kenyatta to influence & steal the 2017 Kenyan Election? Does Godec know Paul Manafort? Is Godec taking his kikuyu girlfriend with him back to US? What can he say abt illegal selling of visas for $3000 at NRB US embassy?|979506027669401600|0.4007
2|Una investigación de @ Channel4News reveló que Cambridge Analytica, clave en el triunfo de Donald Trump, robó datos a 50 millones de usuarios de Facebook para incidir en las elecciones Checa la primera parte del reportaje acá: https://www.channel4.com/news/cambridge-analytica-facebook-profiles-whistleblower-chris-wylie-election …pic.twitter.com/RWwcwTS94W|979485856363724800|0.61
3|The social media companies that allowed Kremlin Trolls to help elect Donald Trump." Would that be Cambridge Analytica? https://twitter.com/imperienytt/status/978735836119388161 …"|979481949256417287|0.7056
4|Couldn't possibly be that Amazon has about 10 times more personal data than facebook? Distraction from Cambridge Analytica, perhaps?|979479640791310336|0.5933
5|2) You've made a logically fallacious (objectively) connection. Even of they were funded by facebook, you cannot presuppose that 1) Facebook is altering their content, or 2) That Facebook is biased against you. I could make the same claim in reverse because of Cambridge Analytica|979479189287047168|0.5345
6|And instead of saying CA /Cambridge Analytica , he keeps saying CIA and IMPUNING Our Nation !!! (1-2)|979477439830282242|0.6678
7|Donald Trump's new national security advisor John Bolton is in the news for an eyebrow-raising reason. The John Bolton Super PAC is accused of illegally coordinating with Cambridge Analytica. DETAILS: http://bit.ly/2GHtxfc pic.twitter.com/egsW5zkE1h|979474746751508480|0.7587
8|Mueller is laughing at you as he finds even more money laundering bigly collusion treason now Cambridge analytica ???|979471163591221249|0.5148
9|I heard that the Jobs Jobs Jobs thing tested well with Cambridge Analytica. Nice to know you can read and that your followers are gullible.|979463022572863488|0.5513
10|It seems the ONLY thing that can make @ IngrahamAngle apologize is $$$. Sad. Her show is hate filled & a pack of LIES for Donald Trump. @ foxnewspolitics responsible for the hate & racism so prevalent today. Cambridge Analytica, Fox & @ GOP are also complicit. How do we deprogram?|979459124139356161|0.5598
11|‘Cambridge Analytica Affiliate Gave John Bolton Facebook Data, Documents Indicate’ https://www.bloomberg.com/news/articles/2018-03-29/british-firm-gave-bolton-facebook-data-documents-indicate …|979457874832318465|0.6808
12|Trump's goons spent millions colluding with a foreign country and Cambridge Analytica to steal OUR OWN election. They hope our democracy falls into a state of chaos. No more! It's time to REBUILD, and we will do it with American investigations, indictments, and impeachment!|979451152952713216|0.6598
13|Not if he, and the Russians, with the aid of the NRA; Cambridge Analytica; FB...steal the election again.|979450552269422592|0.6138
14|We get it, you need to change the subject from Mueller, Manafort, Flynn, Gates, Russians, Cambridge Analytica, Stormy Daniels, Karen McDougal, China and NK meeting without you, the stock market, Amazon and your personal issue with Jeff Bezos, etc... But, just stop.|979450156050468864|0.4675
15|Who writes this stuff for him, the same guy who touted the expertise of cambridge analytica?|979445601732648960|0.7325
16|Any Russians present ? Or folks from Cambridge Analytica ? :D They are toast ....|979438760659218433|0.5356
17|In 2014, Cambridge Analytica helped Cory Gardner become a U.S. Senator. It was just a warm-up for Donald Trump. # copolitics # cosenpic.twitter.com/z7QRyozqL4|979415176435834880|0.8438
18|If Amazon uses the Postal System as their Delivery Boy, then: The Trump Campaign used Cambridge Analytica as their ____________|979414461130858497|0.6197
19|He lied on his resume and invited Russia/Cambridge Analytica to hack/rig the hiring and marketing departments|979401719749607426|0.4137
20|@ facebook modifica sus controles de privacidad para sus usuarios, luego de la filtración de datos a la campaña de Donald Trump por la empresa Cambridge Analytica. La empresa @ Playboy anuncia hoy el cierre total de sus páginas en la red social para no ser cómplice del escándalo.pic.twitter.com/C3ss7jvfd1|979400302657966080|0.5279
21|Ridiculous choice and now it seems that John Bolton has ties to the Mercers, Cambridge Analytica and Russia. Do you know anyone who's not a Russian enabler and a traitor? Guess it comes from the top ...|979398681714556928|0.6435
22|The personal Facebook data of 50 million ordinary people was used without permission to sway the US elections in 2016 by Cambridge Analytica, working on behalf of Trump & Russia. That's collusion @ realDonaldTrump!|979398377900249089|0.7472
23|Tras la filtración de datos de 50 millones de perfiles de Facebook a Cambridge Analytica para favorecer la campaña electoral de Donald Trump, la revista Playboy eliminó sus cuentas oficiales de esta red social. https://bit.ly/2GWKa48|979395874768998400|0.6518
24|Trump is most certainly beholden to his donors. When's the last time he criticized Cambridge Analytica, and why has he been naming his larger donors to cabinet positions?|979394943868268546|0.9108
25|Facebook and Cambridge Analytica helped to germinate weed seeds of hatred that had been buried for decades. Ryan, Trump, & McConnell are opportunistic fools Need to thoroughly weed out the hate; this begins with Congress. pic.twitter.com/bvQZreS6OK|979393848249061376|0.742
26|“Why (almost) everything reported about the Cambridge Analytica Facebook ‘hacking’ controversy is…” by Chris Kavanagh https://medium.com/@CKava/why-almost-everything-reported-about-the-cambridge-analytica-facebook-hacking-controversy-is-db7f8af2d042 … # Politics # CambridgeAnalytica # Facebook # ChrisWylie # DonaldTrump|979391120517058560|0.4841
27|You have Nothing negative to say about Russia/Putin, Stormy, Cambridge Analytica, Wikileaks or Manafort, but all out Attack on Amazon who is owned by the Washington Post. You want us to believe you concerned about the Postal Service? GTFOOH # wontbfooled # conartist # notfittoleadus|979389117065715712|0.5899
28|# Internacionales Cambridge Analytica habría violado leyes migratorias de EU. Esto por usar subrepticiamente millones de perfiles entregados por Facebook para hacer propaganda electoral a favor de Donald Trump: http://bit.ly/2DZwlyQ  .|979387713081163783|0.6564
29|Hey DUMBFUCK, Aren't you missing Cambridge Analytica and Mercer? You know, the ones that ACTUALLY STOLE the election? Go ahead, keep attacking children for defending their rights to STAY ALIVE all the whole having your head in the sand as it pertains to @ realDonaldTrump.|979387572433707008|0.7325
30|“The Cambridge Analytica Con” [Yasha Levine, The Baffler (DJG)]. “[T]he Cambridge Analytica freakout [is] not just anti-historical, it’s also profoundly anti-political. People are still trying to blame Donald Trump’s... https://www.facebook.com/peer.nyberg/posts/1638818319537807 …|979384489846755329|0.7374
31|Do you think that Twitter is so much better? Twitter hasn't censured Donald Trump's hate language. Do we know that Twitter wasn't manipulated by Cambridge Analytica, the Russians, etc.?|979381969871101952|0.7537
32|Cambridge Analytica predecessor had access to secret MoD # information # donaldtrump http://newsinn.org/d/a/5765018 pic.twitter.com/lRf9dMxALJ|979381421352603650|0.6195
33|The only silver lining in Corrupt @ realDonaldTrump wining the election thru Cambridge Analytica/Mercer/Russia help fraudulently" is if American voters turn against Citizens United, NRA & Alt-Right terrorists and finally Trump is held accountable for all his Sins! https://twitter.com/KELLYWEILL/status/979328702789095424 …"|979379490202832896|0.6071
34|Donald Trump teria sido eleito sem a Cambridge Analytica e o Facebook? http://twib.in/l/REyrq84RBA9n # noticiapic.twitter.com/0jLLRzuhoR|979379293905149952|0.8622
