username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
zeer_n|2018-03-22 19:21|1|1|"@ JesusInTweets @ raid_fbi @ SWATTEAM205 @ FBIChicago @ FBIMostWanted 15712 Myrtle Ave # HarveyIllinois 60426 @ FBIChicago1 @ amccaskill5 @ MayorKellogg @ CookCountyGOP @ CP_Elections @ BarackObama @ MASONIC @ streetgangs # ReptilianMilkyway @ space @ NASAEarth @ gcongress @ ANTILLUMINATTI @ UNDPpic.twitter.com/a0U46PGcEO"||@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @|# #|"976886608006959106"|https://twitter.com/zeer_n/status/976886608006959106
_CFJ_|2018-03-18 19:23|25|23|"U mean like when you & @ BarackObama "compromised DOJ independence" by using the # FBI to raid # Solyndra 2 cover up the # PayForPlay bribery scandal? Or when U used the # DOJ 2 sue Sovereign States from purging Illegals from Voter Rolls 2 help UR boss win by propagating # VoterFraud?https://twitter.com/EricHolder/status/974892578058489856 …"||@|# # # # #|"975437670993326081"|https://twitter.com/_CFJ_/status/975437670993326081
DarthEnriquez|2018-03-01 02:37|0|0|"Absolutely CHILLING! No less chilling than Obama weaponizing the FBI, DOJ, IRS and what he did to candidate & President Elect Trump. Arrest me for my faith 1st, due process after. Censor the press 1st, due process after. Raid my home 1st, get the warrant after."||||"969023790230327296"|https://twitter.com/DarthEnriquez/status/969023790230327296
bkingbking|2018-02-27 15:45|1|0|"Obama's Gibson Guitar factory raid exactly illustrates Dems & DOJ/FBI deep staters greatest fear for FISA abuse scandal: The fallout would necessarily call into question motivations behind every DOJ/FBI takedown during Obama era."||||"968497401903370240"|https://twitter.com/bkingbking/status/968497401903370240
DrMartyFox|2018-02-24 17:52|288|268|"The # HillaryFanClub Obama # FBI Has Been Transformed Into A KGB Operation Exhibit A: The Same # FBI Conducting A Predawn SWAT Team Raid On Cooperating Witness # PaulManafort Claimed They Could Not Find "Professional School Shooter" # NikolasCruz # Parkland # KillTheNRApic.twitter.com/AQ1mYL3DqG"|||# # # # # # #|"967442129629925377"|https://twitter.com/DrMartyFox/status/967442129629925377
Maureenhommagm1|2018-02-22 20:05|0|0|"Should The FBI Raid Obama's House? # Topbuzzhttp://www.topbuzz.com/article/i6452393240178983434?user_id=6411263903312905226&language=en&region=ca&app_id=1106&impr_id=6525456865717913866&gid=6452393240178983434&c=tw&language=en …"|||#|"966750799492599808"|https://twitter.com/Maureenhommagm1/status/966750799492599808
BrockXerox|2018-02-21 05:26|0|0|"@ POTUS the deep state spies have these wannabe actors posing as students. Stop the deep state. Raid the fbi and seize the notes memos and prosecute Hillary Obama and Abedin. @ FoxNews @ CNN The Russian are with Hillary and Obama. https://twitter.com/YoungDems4Trump/status/966132791011287040 …"||@ @ @||"966167159180316673"|https://twitter.com/BrockXerox/status/966167159180316673
EllisRios|2018-02-20 14:03|0|0|"FBI Raid on Barack Obama's DC Mansion and wiretaps https://youtu.be/K2_5obdOyLI  via @ YouTube"||@||"965935045721673728"|https://twitter.com/EllisRios/status/965935045721673728
elekonsult|2018-02-18 21:56|0|0|"I liked a @ YouTube video http://youtu.be/K2_5obdOyLI?a  FBI Raid on Barack Obama's DC Mansion and wiretaps"||@||"965329232179138562"|https://twitter.com/elekonsult/status/965329232179138562
IJNIPGM|2018-02-18 16:46|0|0|"FBI Raid on Barack Obama's DC Mansion and wiretaps https://youtu.be/K2_5obdOyLI  via @ YouTube"||@||"965251123316535296"|https://twitter.com/IJNIPGM/status/965251123316535296
