username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
HarveyBarker5|2018-05-25 01:17|0|0|"As a citizen it is my right to know about the moon rock menace!"||||"999791408369172484"|https://twitter.com/HarveyBarker5/status/999791408369172484
Rina24643783|2018-05-25 01:16|2|65|"I created a planet (with moon) for # gishchallenge4 The second pic has not the best quality but @ GISH (and the stars) glows in the dark please join my planet and become a citizen because I'm lonely # GISHTheWorldpic.twitter.com/24M76wMTdK"||@|# #|"999791234829955072"|https://twitter.com/Rina24643783/status/999791234829955072
AltmanErin|2018-05-25 00:53|0|0|"Right...it’s whining to be concerned about him abruptly canceling the summit without first ensuring that his own citizens were safely out of a hostile country with a history of hostage-taking. I’d rather “whine” than not care about their welfare - or notifying Moon I quit."||||"999785608577994752"|https://twitter.com/AltmanErin/status/999785608577994752
Minimadden|2018-05-25 00:47|0|0|"Well SK elected Moon bc he was the moderate candidate and SK citizens desperately want peace/normalization w/ NK. Think about it, you're an SK citizen & NK can wipe out a million of your fellow countrymen in a day JUST w/ artillery. Do you really care if NK has nukes too? Not"||||"999784031192567809"|https://twitter.com/Minimadden/status/999784031192567809
moon_dancer09|2018-05-24 22:33|0|0|"Greg, perhaps you would be more comfortable in North Korea where citizens are forced to stand respectfully for the flag. The fact that you want everyone to feel and act how you do, does not reflect the personal freedoms we are supposed to stand for. Protect the rights of all!"||||"999750252012949504"|https://twitter.com/moon_dancer09/status/999750252012949504
aguasdemarco|2018-05-24 19:22|0|0|"We are at the top of the slippery slope towards fascism. Where are American citizens who kneel during the anthem going to be deported? To the Moon?"||||"999702130729644038"|https://twitter.com/aguasdemarco/status/999702130729644038
PanicFan32|2018-05-24 18:47|0|1|"Maybe He and Moon planned this two days ago? What did you and Obama do? Unmask US Citizens"||||"999693506179366912"|https://twitter.com/PanicFan32/status/999693506179366912
nossankyou|2018-05-24 18:47|0|2|"Trump admin does NOT trust Moon's intention to be beneficial for all Koreas. In fact, he has been signalling all the wrong messages to the Skorean citizens and US gov like Kim has will to denuclearize and have a peaceful reunification. But Moon intends to unite two as Kims regime"||||"999693346531508224"|https://twitter.com/nossankyou/status/999693346531508224
RickPetree|2018-05-24 18:17|0|0|"A significant mischaracterization of Moon's role, and aims. Your views are unrepresentative of a large majority of ROK citizens."||||"999685791059193857"|https://twitter.com/RickPetree/status/999685791059193857
Beezlebubxii|2018-05-24 16:49|0|1|"i love my parents to the moon and back.. but Jesus Christ... having to deal with their senior citizen moments really grinds my gears.."||||"999663581007417350"|https://twitter.com/Beezlebubxii/status/999663581007417350
ASIMOV52|2018-05-24 14:59|0|0|"Peace Moon Over Afghanistan: Ordinary Citizens Try to Stop a War Excerpt: "Almost immediately after setting foot on the tarmac I heard the unmistakable, deep-throated thwok- thwok-thwok of a military helicopter overhead. I looked up and saw the big camo…https://lnkd.in/eHQUakD"||||"999636035834392576"|https://twitter.com/ASIMOV52/status/999636035834392576
katiebabs|2018-05-24 14:30|5|12|"How can you deport a legal citizen of the US? Where do they go? To the moon? Huh? https://twitter.com/NBCNews/status/999608675793817605 …"||||"999628706619494400"|https://twitter.com/katiebabs/status/999628706619494400
WynWild|2018-05-24 12:51|0|0|"Moon bats are all shook again it really is said athletes making millions hate are country don't think he is going trying to kick them out of the country ! What about your corrupt hero Obama using G- men to spy on our own citizens # way bigger then watergate"|||#|"999603695900938241"|https://twitter.com/WynWild/status/999603695900938241
scburkhead|2018-05-24 12:44|0|0|"Day two of operation iron razor is under way! Burkheadiean forces are achieving victory after victory , as they liberate the citizens of the moon empire and the kingdom of Headrick . The naval blockade is slowly... https://www.facebook.com/ShawnBurkhead/posts/10214583714779491 …"||||"999602108285382656"|https://twitter.com/scburkhead/status/999602108285382656
OhAllahHelpUs|2018-05-24 12:18|0|1|"This goes to show what we consider important. While millions of Americans are STILL to this day being treated as second class citizens, people are worried about “if there’s life on Mars.” Or “can we build a colony on the moon.” We can’t even manage the one right here! SMH"||||"999595603410718720"|https://twitter.com/OhAllahHelpUs/status/999595603410718720
guicciardini18|2018-05-24 10:05|0|0|"If Moon govt even attempts or considers the return of those SK citizens to appease NK, such action amounts to depriving itself of moral superiority over NK regime. It will be major international scandal for ROK."||||"999562122878107648"|https://twitter.com/guicciardini18/status/999562122878107648
KATHYMU44486199|2018-05-24 03:01|0|1|"Senior? Like senior citizen,or are you still in High School? Is there a magic moon tonight? Enjoy!"||||"999455376008450048"|https://twitter.com/KATHYMU44486199/status/999455376008450048
HawkScott25|2018-05-24 00:35|2|5|"Governor Moon Beam would prefer all that all these criminals be living amongst the citizens of CA, be allowed to vote & hold public office"||||"999418604134297600"|https://twitter.com/HawkScott25/status/999418604134297600
yungsnoozebttn|2018-05-24 00:34|0|0|"It’s rhetoric like this that gets American citizens verbally harassed in sandwich shops or detained at a gas station by border patrol simply for speaking a language other than English (and of course being brown)."||||"999418218396700673"|https://twitter.com/yungsnoozebttn/status/999418218396700673
elizalenskaya|2018-05-23 23:53|0|4|"обожаю космические вещички как и мерч to the moon citizen"||||"999407916871495681"|https://twitter.com/elizalenskaya/status/999407916871495681
scburkhead|2018-05-23 22:44|0|0|"The supreme first citizen happily reports that we have move into western Hedrick and eastern Moon as grateful citizen of both countries welcoming our guardian ! Soon those extremist like Donnie Woodrum Matt... https://www.facebook.com/ShawnBurkhead/posts/10214580452417934 …"||||"999390516881084417"|https://twitter.com/scburkhead/status/999390516881084417
Josh_Moon|2018-05-23 21:42|36|79|"You mean 'lie.' Dude they lie. Not mislead. Lie. Because some cop thought this was just another black guy & he could treat him however he wished, & did. And then the entire department degraded itself by LYING for the cop instead of protecting the innocent citizen https://twitter.com/slate/status/999372597916823552 …"||||"999374968885571585"|https://twitter.com/Josh_Moon/status/999374968885571585
SubGentleman1|2018-05-23 19:43|0|0|"I love that 18th century racist policies lead to Constitutional language (people rather than citizens for slaves and natives) that now prevents racist Census practices in the 21st century. It’s almost like history is connected and slavery has left a massive impact on society."||||"999345158163443714"|https://twitter.com/SubGentleman1/status/999345158163443714
Josh_Moon|2018-05-23 19:11|14|36|"In the district you're running to represent, cops have been found guilty of assaulting a citizen for revenge and there was video of a brutal assault of an innocent, elderly Indian man. Maybe save the indignation. https://twitter.com/MaryScottHunter/status/999334613255323650 …"||||"999337031288451073"|https://twitter.com/Josh_Moon/status/999337031288451073
scburkhead|2018-05-23 18:36|0|0|"Breaking news the house of elders has approve the declaration of war on the Benjamin Moon empire. Surpeme first citizen has order and all out air offensive on several moon empire military sites."||||"999328313532387328"|https://twitter.com/scburkhead/status/999328313532387328
moon_moggy|2018-05-23 18:23|0|0|"# China turns to tech to monitor, shame and rate citizens https://cnet.co/2r0skXn  via @ CNET # facialrecognition"||@|# #|"999324981455605760"|https://twitter.com/moon_moggy/status/999324981455605760
joan_moon|2018-05-23 08:56|0|0|"Piss-poor excuses for Democrats."||||"999182233557651456"|https://twitter.com/joan_moon/status/999182233557651456
theRab|2018-05-23 08:21|0|0|"Goodnight moon. Goodnight Gotham and goodnight citizens. # NYC # DarkKnight http://bit.ly/2GHasWE pic.twitter.com/OU9Ujj9nBa"|||# #|"999173508977618944"|https://twitter.com/theRab/status/999173508977618944
RSHastingsIV|2018-05-23 04:42|0|0|"Faith in our citizens... confidence in our values... and trust in ourselves. We've stepped foot in the moon for no reason beyond our own curiosity. Our thirst for knowledge and understanding had less to the very internet I am sending this message through. We are awe inspiring"||||"999118341045342208"|https://twitter.com/RSHastingsIV/status/999118341045342208
ClydeHaberman|2018-05-23 04:24|6|45|"2/2. "For 31 years I know this paper. I come to America. I wish to be good citizen. How to do this? From newspaper." Exactly. One more reason to tell certain people to take their "fake news" blather and stick it where the moon don't shine."||||"999113772139798528"|https://twitter.com/ClydeHaberman/status/999113772139798528
frankiidlx|2018-05-23 03:09|0|3|"Make sure your Racist Base knows about it; they’re the ones screaming insults and physically acosting all of our Asian American Citizens. Oh, and don’t forget to tell President Moon Jar-in too, I’m sure he’ll love to hear that."||||"999094953698578433"|https://twitter.com/frankiidlx/status/999094953698578433
DemonPoofball|2018-05-23 02:47|0|0|"Ooh, immunity to toxicity… Can I be a citizen? It's such a lovely planet, with such a great moon!"||||"999089416869171202"|https://twitter.com/DemonPoofball/status/999089416869171202
moon_goddess523|2018-05-22 23:35|0|0|"Despicable. As a tax paying citizen of the US, this is unacceptable on all levels. Now barring the media from government meetings? Your days are numbered, @ EPAScottPruitt, as @ BernieSanders will see you out when he's elected."||@ @||"999040984888438784"|https://twitter.com/moon_goddess523/status/999040984888438784
TuskegeeVirtual|2018-05-22 21:46|0|0|"Tracy Moon, candidate for Macon County Probate Judge sits down with Pat Wallace to answer questions from the citizens. WallaceMedia, USA 2018 (THIS IS THE FULL UNDAMAGED VIDEO) https://www.facebook.com/TheTuskegeeVirtual/videos/2204144716266989/ …"||||"999013604610396160"|https://twitter.com/TuskegeeVirtual/status/999013604610396160
drmjieun|2018-05-22 12:09|0|0|"really? omg, then we be the moon citizens since loona– moon–"||||"998868480798613505"|https://twitter.com/drmjieun/status/998868480798613505
astronomywriter|2018-05-22 05:10|0|0|"Citizen Scientists Invited to Search for Exploding Stars https://anu.prezly.com/anu-invites-citizen-scientists-to-search-for-exploding-stars … # astronomy # space # science # news # nightsky # stargazing # sun # moon # stars # planets # solarsystem # nova # novae # supernova # supernovae @ ourANU"||@|# # # # # # # # # # # # # # #|"998763020833644545"|https://twitter.com/astronomywriter/status/998763020833644545
One_US_Citizen|2018-05-21 23:05|0|1|"He also thinks the moon is made of green cheese"||||"998671203937202176"|https://twitter.com/One_US_Citizen/status/998671203937202176
jimblue881|2018-05-21 22:05|0|0|"Congrats Seattle now stupidity comes in groups in the form of the city fathers as an addendum u could all turn around bend over and moon the citizens of Seattle"||||"998655968857722887"|https://twitter.com/jimblue881/status/998655968857722887
ohheh|2018-05-21 20:52|0|0|"Lets not be rash here. Its clearly too early to talk about taking away freedoms from law abiding citizens while those scheming moon weasels are up there obviously causing all of this. We must not stop until every la"||||"998637622409887744"|https://twitter.com/ohheh/status/998637622409887744
QaisFaqiri|2018-05-21 20:49|0|0|"I AM A CITIZEN OF MOTHER EARTH Moon is my love Sun is my light Playing around THE GREAT MOTHER"||||"998636960313937920"|https://twitter.com/QaisFaqiri/status/998636960313937920
BlueGreenberg|2018-05-21 19:54|0|1|"Is that b/c Hamas refused to allow Israeli trucks carrying supplies into Gaza after they had burnt down the crossing that had to be repaired by Israel? Or is it b/c corrupt Hamas build terror tunnels & weapons instead of providing for their citizens??"||||"998623059996237826"|https://twitter.com/BlueGreenberg/status/998623059996237826
citizen_higgs|2018-05-21 19:23|0|0|""There are nights when the wolves are silent and only the moon howls." Trailer Music World - Wolves Don't Cry https://youtu.be/FiU4bAu0kYU  Jackdaw Factory"||||"998615227829768194"|https://twitter.com/citizen_higgs/status/998615227829768194
AnilKum62682002|2018-05-21 16:30|0|1|"After some generations people Will be on Enceladus ( Saturn Moon) and will say Earth is Our Welcome Global Citizen. https://twitter.com/IsaiahKipyegon/status/998479323425378304 …"||||"998571801327357954"|https://twitter.com/AnilKum62682002/status/998571801327357954
stanley1835|2018-05-21 16:08|0|0|"I really didn’t notice a lecture but a concerned citizen and parent and seems like all of us should be concerned @ WalshFreedom. You know once in a blue moon you say something I agree with.....once in a blue moon and the moon wasn’t blue last night"||@||"998566191781302272"|https://twitter.com/stanley1835/status/998566191781302272
