1|Refugee resettlement is already in the budget & has been, plus a lot of donations & volunteers. There r plenty of social workers who get paid shit but love their work. There r 1000s of vacant housing properties, 10,000s of job opportunities & plenty of schools. They pay taxes -->|1008497850236321797|0.4143
3|If our Judicial System actually worked, the Federal budget would have to be increased to allow for the huge number of Orange jumpsuits that would have to be purchased. President Trump could negotiate a good deal from the manufacture.|1008490378943717376|0.8012
4|J.B. Pritzker's lies about Blagojevich are minor compared to your lies about the State of Illinois budget. And it's not like you've been a fountain of truth on Donald Trump.|1008483641398263808|0.5924
5|if Trump refuses to sign budget bills, we would not get a budget unless the Senate overrides the veto. which would mean dems would have to come to the table. I would NOT be surprised if that might be @ realDonaldTrump 's plan. FORCE them to work together. https://twitter.com/politico/status/1008480676511969287 …|1008482707146407936|0.6405
7|You are holding these children HOSTAGE. All for your $32 BILLION wall. GOP says they'll pass legislation making sure families are NEVER separated, IF the $32 BILLION wall budget is passed. YOU and your GOP are messed up in the head and are TERRORISTS against America and Humanity!|1008482141288783872|0.4085
8|That's so great to hear that the wealthy have never been in a better position to give back to the nation and workers who's resources they use to achieve such heights. Never a better time to provide education and apprenticeship grants, health care for all, fix budget - oh, right.|1008475840835776513|0.441
10|actually he is not he has increased our national debt and budget deficit, his tariff war is increasing our costs https://www.forbes.com/sites/stancollender/2018/01/31/trumps-sotu-an-even-bigger-budget-deficit-and-national-debt-are-on-the-way/#708e960b50da …|1008472801454575616|0.5412
11|# DonaldTrump will nominate # OMB (Office of Management and Budget) official # KathyKraninger to be the next director of the # CFPB (Consumer Financial Protection Bureau)https://politi.co/2t1Bd3W|1008471614789509121|0.5418
12|The executive branch is trying to extort $25B in budget concessions (ransom) for a border wall by kidnapping latino children!|1008466706317152256|0.441
13|Enjoy your ride on the successful Obama economic train, dufus! Your tariffs and budget deficits are gonna bring it to a screeching halt, which is what you want so you can buy properties for pennies on the dollar....|1008462157737025536|0.5098
14|The budget request came from the administration… TRUMP plans to ASK for $716 billion for national defense in 2019" https://www.whitehouse.gov/wp-content/uploads/2018/02/budget-fy2019.pdf …"|1008450345767526402|0.5904
16|4)The budget for Homeland Security, ICE, the FBI is 50 billion dollars. There is 80 billion dollars budgeted to CIA and military black ops by the anti deep state" Donald Trump..."|1008443841718857728|0.6842
18|My failing state that’s running a 9% budget surplus? My failing state that’s the 5th largest economy in the world? My failing state that’s keeping you taker Red States from collapsing? That failing state? You’re half German? That means you have relatives who WERE ACTUAL NAZIS.|1008440874898866176|0.6097
19|The trillions in shocking cuts in Donald Trump's budget, explained https://www.vox.com/policy-and-politics/2017/5/22/15676490/trump-budget-2018-explained?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=facebook …|1008433565367980034|0.9188
20|President Donald Trump unveiled the second budget proposal of his presidency, encompassing proposals... https://www.vox.com/policy-and-politics/2018/2/12/16996832/trump-budget-2019-release-explained?utm_campaign=vox&utm_content=entry&utm_medium=social&utm_source=facebook …|1008433354490961921|0.6844
21|Hey # FatNixon the military presence is already included in the Pentagon's military budget: Ergo that is a BIGLY Covfefe" LIE!"|1008430682580946946|0.5496
24|If @ realDonaldTrump wanted Vets to get the care that they need he wouldn't have cut the budget the way he did.|1008423208196829184|0.6434
25|Those trips to Mar-a-Lago are VERY EXPENSIVE. They do cut your marketing budget however.|1008422254508638209|0.4974
26|Expensive? Then cut the Pentagon budget back. If readiness is too expensive, go for it, Trump! Slice and dice it. The truth is you gave away the store to KJU to help pay for your # GOPTaxScam. You gave away our security and that of our allies in the region. # lazyoldfool|1008419179697860609|0.7114
27|And while we're on it, I'm 56, Bill Clinton with the help of Newt Gingrich (hated each other) Were the ONLY people in my life to actually BALANCE the Federal Budget...|1008415762611101696|0.6393
