username|date|retweets|favorites|text|geo|mentions|hashtags|id|permalink
MichaelEMann|2018-07-05 17:21|10|15|"How does a lengthy article about why Scott Pruitt still has a job fail to once mention the fundamental reason? # KochBrothers https://twitter.com/slate/status/1014878786960134145 …"|||#|"1014891930872926208"|https://twitter.com/MichaelEMann/status/1014891930872926208
mdalyjones|2018-07-05 04:49|0|0|"I would have wagered that the oil price hike was to benefit the Koch brothers, among others. One must take care of one’s party’s benefactors!"||||"1014702656726724608"|https://twitter.com/mdalyjones/status/1014702656726724608
JimBMcPherson|2018-07-05 04:06|0|0|"Good that you're excluding draft-dodging chickenhawks Donald Trump, Mitch McConnell, Dick Cheney, Roger Ailes, Sean # Hannity, Ted Nugent, Newt Gingrich, Rudy Giuliani, Rush Limbaugh, Karl Rove, Marco Rubio, Rick Santorum, Michael Savage, Ben Stein & the Koch brothers."|||#|"1014692038921486336"|https://twitter.com/JimBMcPherson/status/1014692038921486336
MichaelSchiller|2018-07-05 01:18|0|1|"And that differs how from inviting the Koch Brothers via ALEX to provide legislation that had to be referred to the voters? Asking for a friend. Happy4th!"||||"1014649717664428033"|https://twitter.com/MichaelSchiller/status/1014649717664428033
MichaelEMann|2018-07-05 01:04|132|292|"Hey @ NBCNews: you commit journalist malpractice when you identify someone as being associated with the "Ethics and Public Policy Center" while failing to reveal that this is just a Koch Brothers front group with a lofty name: https://www.sourcewatch.org/index.php/Ethics_and_Public_Policy_Center … # Villains"||@|#|"1014646100849020929"|https://twitter.com/MichaelEMann/status/1014646100849020929
michaelcmaronna|2018-07-04 17:36|0|0|"Donations to a tax-exempt nonprofit are tax deductible. It's like the government is paying the Koch Brothers to outsource their PR. Maybe reincorporate as something else, grifty. pic.twitter.com/oUQA5X5Abv"||||"1014533293407195137"|https://twitter.com/michaelcmaronna/status/1014533293407195137
CombatArtist|2018-07-04 17:26|0|1|"Just like the Kennedys in collusion with the Koch Brothers on wind farms off Cape Cod. https://www.bloomberg.com/news/articles/2017-12-01/cape-wind-developer-terminates-project-opposed-by-kennedys-koch …"||||"1014530919636627456"|https://twitter.com/CombatArtist/status/1014530919636627456
cookmichaelv13|2018-07-03 22:31|0|0|"Directly pulled from ICE's ass to your Twitter feed. More misinformation from the Koch brothers propaganda network Turning Points"||||"1014245325769494535"|https://twitter.com/cookmichaelv13/status/1014245325769494535
ravngsofamadman|2018-07-03 18:53|0|0|"That’s not how libertarian works, that’s how the tea party, Koch brothers and the freedom caucus think it works."||||"1014190303039893504"|https://twitter.com/ravngsofamadman/status/1014190303039893504
MichaelFoster26|2018-07-03 16:21|0|0|"I guess you feel the same way about the Koch brothers?"||||"1014152202405871617"|https://twitter.com/MichaelFoster26/status/1014152202405871617
